code,description
4350,Transient cerebral ischaemia - Transient cerebral ischaemia
4349,Occlusion of cerebral arteries - Unspecified
4341,Occlusion of cerebral arteries - Cerebral embolism
4262,Conduction disorders - Left bundle branch hemiblock
4239,Other diseases of pericardium - Unspecified
4240,Other diseases of endocardium - Mitral valve disorders
4241,Other diseases of endocardium - Aortic valve disorders
4242,"Other diseases of endocardium - Tricuspid valve disorders, specified as nonrheumatic"
4243,Other diseases of endocardium - Pulmonary valve disorders
4249,"Other diseases of endocardium - Endocarditis, valve unspecified"
4250,Cardiomyopathy - Endomyocardial fibrosis
4251,Cardiomyopathy - Hypertrophic obstructive cardiomyopathy
4252,Cardiomyopathy - Obscure cardiomyopathy of Africa
4253,Cardiomyopathy - Endocardial fibroelastosis
4254,Cardiomyopathy - Other primary cardiomyopathies
4255,Cardiomyopathy - Alcoholic cardiomyopathy
4256,Cardiomyopathy - Cardiomyopathy in Chagas's disease
4257,Cardiomyopathy - Nutritional and metabolic cardiomyopathies
4258,Cardiomyopathy - Cardiomyopathy in other diseases classified elsewhere
4259,"Cardiomyopathy - Secondary cardiomyopathy, unspecified"
4260,"Conduction disorders - Atrioventricular block, complete"
4238,Other diseases of pericardium - Other
4232,Other diseases of pericardium - Constrictive pericarditis
4231,Other diseases of pericardium - Adhesive pericarditis
4178,Other diseases of pulmonary circulation - Other
4151,Acute pulmonary heart disease - Pulmonary embolism
4160,Chronic pulmonary heart disease - Primary pulmonary hypertension
4161,Chronic pulmonary heart disease - Kyphoscoliotic heart disease
4168,Chronic pulmonary heart disease - Other
4169,"Chronic pulmonary heart disease - Pulmonary heart disease, unspecified"
4170,Other diseases of pulmonary circulation - Arteriovenous fistula of pulmonary vessels
4171,Other diseases of pulmonary circulation - Aneurysm of pulmonary artery
4179,Other diseases of pulmonary circulation - Unspecified
4230,Other diseases of pericardium - Haemopericardium
4200,Acute pericarditis - Pericarditis in diseases classified elsewhere
4209,Acute pericarditis - Other and unspecified acute pericarditis
4210,Acute and subacute endocarditis - Acute and subacute bacterial endocarditis
4211,Acute and subacute endocarditis - Acute and subacute infective endocarditis in diseases classified elsewhere
4219,"Acute and subacute endocarditis - Acute endocarditis, unspecified"
4220,Acute myocarditis - Acute myocarditis in diseases classified elsewhere
4229,Acute myocarditis - Other and unspecified acute myocarditis
4261,"Conduction disorders - Atrioventricular block, other and unspecified"
4263,Conduction disorders - Other left bundle branch block
4340,Occlusion of cerebral arteries - Cerebral thrombosis
4264,Conduction disorders - Right bundle branch block
4293,Ill-defined descriptions and complications of heart disease - Cardiomegaly
4294,Ill-defined descriptions and complications of heart disease - Functional disturbances following cardiac surgery
4295,Ill-defined descriptions and complications of heart disease - Rupture of chordae tendinae
4296,Ill-defined descriptions and complications of heart disease - Rupture of papillary muscle
4298,Ill-defined descriptions and complications of heart disease - Other
4299,Ill-defined descriptions and complications of heart disease - Unspecified
4300,Subarachnoid haemorrhage - Subarachnoid haemorrhage
4310,Intracerebral haemorrhage - Intracerebral haemorrhage
4320,Other and unspecified intracranial haemorrhage - Nontraumatic extradural haemorrhage
4321,Other and unspecified intracranial haemorrhage - Subdural haemorrhage
4329,Other and unspecified intracranial haemorrhage - Unspecified intracranial haemorrhage
4330,Occlusion and stenosis of precerebral arteries - Basilar artery
4331,Occlusion and stenosis of precerebral arteries - Carotid artery
4332,Occlusion and stenosis of precerebral arteries - Vertebral artery
4333,Occlusion and stenosis of precerebral arteries - Multiple and bilateral
4338,Occlusion and stenosis of precerebral arteries - Other
4339,Occlusion and stenosis of precerebral arteries - Unspecified
4292,"Ill-defined descriptions and complications of heart disease - Cardiovascular disease, unspecified"
4291,Ill-defined descriptions and complications of heart disease - Myocardial degeneration
4290,"Ill-defined descriptions and complications of heart disease - Myocarditis, unspecified"
4272,"Cardiac dysrhythmias - Paroxysmal tachycardia, unspecified"
4265,"Conduction disorders - Bundle branch block, unspecified"
4266,Conduction disorders - Other heart block
4267,Conduction disorders - Anomalous atrioventricular excitation
4268,Conduction disorders - Other
4269,Conduction disorders - Unspecified
4270,Cardiac dysrhythmias - Paroxysmal supraventricular tachycardia
4271,Cardiac dysrhythmias - Paroxysmal ventricular tachycardia
4273,Cardiac dysrhythmias - Atrial fibrillation and flutter
4289,Heart failure - Unspecified
4274,Cardiac dysrhythmias - Ventricular fibrillation and flutter
4275,Cardiac dysrhythmias - Cardiac arrest
4276,Cardiac dysrhythmias - Premature beats
4278,Cardiac dysrhythmias - Other
4279,Cardiac dysrhythmias - Unspecified
4280,Heart failure - Congestive heart failure
4281,Heart failure - Left heart failure
2702,Disorders of amino-acid transport and metabolism - Other disturbances of aromatic amino-acid metabolism
2701,Disorders of amino-acid transport and metabolism - Phenylketonuria
2700,Disorders of amino-acid transport and metabolism - Disturbances of amino-acid transport
0987,Gonococcal infections - Of anus and rectum
0990,Other venereal diseases - Chancroid
0991,Other venereal diseases - Lymphogranuloma venereum
0992,Other venereal diseases - Granuloma inguinale
0993,Other venereal diseases - Reiter's disease
0994,Other venereal diseases - Other nongonococcal urethritis
0998,Other venereal diseases - Other
0999,Other venereal diseases - Unspecified
1000,Leptospirosis - Leptospirosis icterohaemorrhagica
1008,Leptospirosis - Other
1009,Leptospirosis - Unspecified
1010,Vincent's angina - Vincent's angina
1020,Yaws - Initial lesions
1021,Yaws - Multiple papillomata and wet crab yaws
1022,Yaws - Other early skin lesions
1023,Yaws - Hyperkeratosis
1024,Yaws - Gummata and ulcers
1025,Yaws - Gangosa
0988,Gonococcal infections - Of other sites
0986,Gonococcal infections - Of pharynx
0932,Cardiovascular syphilis - Syphilitic endocarditis
0985,Gonococcal infections - Of joint
0939,Cardiovascular syphilis - Unspecified
0940,Neurosyphilis - Tabes dorsalis
0941,Neurosyphilis - General paresis
0942,Neurosyphilis - Syphilitic meningitis
0943,Neurosyphilis - Asymptomatic neurosyphilis
0948,Neurosyphilis - Other
0949,Neurosyphilis - Unspecified
0950,"Other forms of late syphilis, with symptoms - Other forms of late syphilis, with symptoms"
0960,"Late syphilis, latent - Late syphilis, latent"
0970,"Other and unspecified syphilis - Late syphilis, unspecified"
0971,"Other and unspecified syphilis - Latent syphilis, unspecified"
0979,"Other and unspecified syphilis - Syphilis, unspecified"
0980,"Gonococcal infections - Acute, of lower genitourinary tract"
0981,"Gonococcal infections - Acute, of upper genitourinary tract"
0982,"Gonococcal infections - Chronic, of lower genitourinary tract"
0983,"Gonococcal infections - Chronic, of upper genitourinary tract"
0984,Gonococcal infections - Of eye
1026,Yaws - Bone and joint lesions
1027,Yaws - Other manifestations
1028,Yaws - Latent yaws
1029,"Yaws - Yaws, unspecified"
1113,"Dermatomycosis, other and unspecified - Black piedra"
1118,"Dermatomycosis, other and unspecified - Other"
1119,"Dermatomycosis, other and unspecified - Unspecified"
1120,Candidiasis - Of mouth
1121,Candidiasis - Of vulva and vagina
1122,Candidiasis - Of other urogenital sites
1123,Candidiasis - Of skin and nails
1124,Candidiasis - Of lung
1125,Candidiasis - Disseminated
1128,Candidiasis - Of other sites
1129,Candidiasis - Of unspecified site
1140,Coccidioidomycosis - Coccidioidomycosis
1150,Histoplasmosis - Infection by Histoplasma capsulatum
1151,Histoplasmosis - Infection by Histoplasma duboisii
1159,Histoplasmosis - Unspecified
1160,Blastomycotic infection - Blastomycosis
1161,Blastomycotic infection - Paracoccidioidomycosis
1112,"Dermatomycosis, other and unspecified - Tinea blanca"
1111,"Dermatomycosis, other and unspecified - Tinea nigra"
1110,"Dermatomycosis, other and unspecified - Pityriasis versicolor"
1049,Other spirochaetal infection - Unspecified
1030,Pinta - Primary lesions
1031,Pinta - Intermediate lesions
1032,Pinta - Late lesions
1033,Pinta - Mixed lesions
1039,Pinta - Unspecified
1040,Other spirochaetal infection - Nonvenereal endemic syphilis
1048,Other spirochaetal infection - Other
1100,Dermatophytosis - Of scalp and beard
1109,Dermatophytosis - Of unspecified site
1101,Dermatophytosis - Of nail
1102,Dermatophytosis - Of hand
1103,Dermatophytosis - Of groin and perianal area
1104,Dermatophytosis - Of foot
1105,Dermatophytosis - Of the body
1106,Dermatophytosis - Deep seated dermatophytosis
1108,Dermatophytosis - Of other sites
0938,Cardiovascular syphilis - Other
0931,Cardiovascular syphilis - Syphilitic aortitis
0781,Other diseases due to viruses and chlamydiae - Viral warts
0822,Tick-borne rickettsioses - North Asian tick fever
0828,Tick-borne rickettsioses - Other
0829,Tick-borne rickettsioses - Unspecified
0830,Other rickettsioses - Q-fever
0831,Other rickettsioses - Trench fever
0832,Other rickettsioses - Rickettsialpox
0838,Other rickettsioses - Other
0839,Other rickettsioses - Unspecified
0840,Malaria - Falciparum malaria (malignant tertian)
0841,Malaria - Vivax malaria (benign tertian)
0842,Malaria - Quartan malaria
0843,Malaria - Ovale malaria
0844,Malaria - Other malaria
0845,Malaria - Mixed
0846,Malaria - Unspecified
0847,Malaria - Induced malaria
0848,Malaria - Blackwater fever
0849,Malaria - Other pernicious complications of malaria
0823,Tick-borne rickettsioses - Queensland tick typhus
0821,Tick-borne rickettsioses - Boutonneuse fever
0930,"Cardiovascular syphilis - Aneurysm of aorta, specified as syphilitic"
0820,Tick-borne rickettsioses - Spotted fevers
0783,Other diseases due to viruses and chlamydiae - Cat-scratch disease
0784,Other diseases due to viruses and chlamydiae - Foot and mouth disease
0785,Other diseases due to viruses and chlamydiae - Cytomegalic inclusion disease
0786,Other diseases due to viruses and chlamydiae - Haemorrhagic nephrosonephritis
0787,Other diseases due to viruses and chlamydiae - Arenaviral haemorrhagic fever
0788,Other diseases due to viruses and chlamydiae - Other
0790,Viral infection in conditions classified elsewhere and of unspecified site - Adenovirus
0791,Viral infection in conditions classified elsewhere and of unspecified site - ECHO virus
0792,Viral infection in conditions classified elsewhere and of unspecified site - Coxsackie virus
0793,Viral infection in conditions classified elsewhere and of unspecified site - Rhinovirus
0798,Viral infection in conditions classified elsewhere and of unspecified site - Other
0799,Viral infection in conditions classified elsewhere and of unspecified site - Unspecified
0800,Louse-borne (epidemic) typhus - Louse-borne (epidemic) typhus
0810,Other typhus - Murine (endemic) typhus
0811,Other typhus - Brill's disease
0812,Other typhus - Scrub typhus
0819,Other typhus - Unspecified
0850,Leishmaniasis - Visceral (kala-azar)
0851,"Leishmaniasis - Cutaneous, urban"
0852,"Leishmaniasis - Cutaneous, Asian desert"
0853,"Leishmaniasis - Cutaneous, Ethiopian"
0904,Congenital syphilis - Juvenile neurosyphilis
0905,"Congenital syphilis - Other late congenital syphilis, symptomatic"
0906,"Congenital syphilis - Late congenital syphilis, latent"
0907,"Congenital syphilis - Late congenital syphilis, unspecified"
0909,"Congenital syphilis - Congenital syphilis, unspecified"
0910,"Early syphilis, symptomatic - Genital syphilis (primary)"
0911,"Early syphilis, symptomatic - Primary anal syphilis"
0912,"Early syphilis, symptomatic - Other primary syphilis"
0913,"Early syphilis, symptomatic - Secondary syphilis of skin or mucous membranes"
0914,"Early syphilis, symptomatic - Adenopathy due to secondary syphilis"
0915,"Early syphilis, symptomatic - Uveitis due to secondary syphilis"
0916,"Early syphilis, symptomatic - Secondary syphilis of viscera and bone"
0917,"Early syphilis, symptomatic - Secondary syphilis, relapse"
0918,"Early syphilis, symptomatic - Other forms of secondary syphilis"
0919,"Early syphilis, symptomatic - Unspecified secondary syphilis"
0920,"Early syphilis, latent - Early syphilis, latent, serological relapse after treatment"
0929,"Early syphilis, latent - Early syphilis, latent, unspecified"
0903,Congenital syphilis - Syphilitic interstitial keratitis
0902,"Congenital syphilis - Early congenital syphilis, unspecified"
0901,"Congenital syphilis - Early congenital syphilis, latent"
0864,Trypanosomiasis - Rhodesian trypanosomiasis
0854,"Leishmaniasis - Cutaneous, American"
0855,Leishmaniasis - Mucocutaneous (American)
0859,Leishmaniasis - Unspecified
0860,Trypanosomiasis - Chagas's disease with heart involvement
0861,Trypanosomiasis - Chagas's disease with other organ involvement
0862,Trypanosomiasis - Chagas's disease without mention of organ involvement
0863,Trypanosomiasis - Gambian trypanosomiasis
0865,"Trypanosomiasis - African trypanosomiasis, unspecified"
0900,"Congenital syphilis - Early congenital syphilis, symptomatic"
0869,Trypanosomiasis - Unspecified
0870,Relapsing fever - Louse-borne
0871,Relapsing fever - Tick-borne
0879,Relapsing fever - Unspecified
0880,Other arthropod-borne diseases - Bartonellosis
0888,Other arthropod-borne diseases - Other
0889,Other arthropod-borne diseases - Unspecified
1162,Blastomycotic infection - Lobomycosis
1170,Other mycoses - Rhinosporidiosis
1171,Other mycoses - Sporotrichosis
1372,Late effects of tuberculosis - Late effects of genitourinary tuberculosis
1374,Late effects of tuberculosis - Late effects of tuberculosis of other specified organs
1380,Late effects of acute poliomyelitis - Late effects of acute poliomyelitis
1390,Late effects of other infectious and parasitic diseases - Late effects of viral encephalitis
1391,Late effects of other infectious and parasitic diseases - Late effects of trachoma
1398,Late effects of other infectious and parasitic diseases - Late effects of other and unspecified infectious and parasitic diseases
1400,"Malignant neoplasm of lip - Upper lip, vermilion border"
1401,"Malignant neoplasm of lip - Lower lip, vermilion border"
1403,"Malignant neoplasm of lip - Upper lip, inner aspect"
1404,"Malignant neoplasm of lip - Lower lip, inner aspect"
1405,"Malignant neoplasm of lip - Lip, unspecified, inner aspect"
1406,Malignant neoplasm of lip - Commissure of lip
1408,Malignant neoplasm of lip - Other
1409,"Malignant neoplasm of lip - Lip, unspecified, vermilion border"
1410,Malignant neoplasm of tongue - Base of tongue
1411,Malignant neoplasm of tongue - Dorsal surface of tongue
1412,Malignant neoplasm of tongue - Tip and lateral border of tongue
1413,Malignant neoplasm of tongue - Ventral surface of tongue
1373,Late effects of tuberculosis - Late effects of tuberculosis of bones and joints
1371,Late effects of tuberculosis - Late effects of central nervous system tuberculosis
1172,Other mycoses - Chromoblastomycosis
1370,Late effects of tuberculosis - Late effects of respiratory or unspecified tuberculosis
1330,Acariasis - Scabies
1338,Acariasis - Other
1339,Acariasis - Unspecified
1340,Other infestation - Myiasis
1341,Other infestation - Other arthropod infestation
1342,Other infestation - Hirudiniasis
1348,Other infestation - Other
1349,Other infestation - Unspecified
1350,Sarcoidosis - Sarcoidosis
1360,Other and unspecified infectious and parasitic diseases - Ainhum
1361,Other and unspecified infectious and parasitic diseases - Behcet's syndrome
1362,Other and unspecified infectious and parasitic diseases - Specific infections by free-living amoebae
1363,Other and unspecified infectious and parasitic diseases - Pneumocystosis
1364,Other and unspecified infectious and parasitic diseases - Psorospermiasis
1365,Other and unspecified infectious and parasitic diseases - Sarcosporidiosis
1368,Other and unspecified infectious and parasitic diseases - Other
1369,Other and unspecified infectious and parasitic diseases - Unspecified
1414,"Malignant neoplasm of tongue - Anterior two-thirds of tongue, part unspecified"
1415,Malignant neoplasm of tongue - Junctional zone
1416,Malignant neoplasm of tongue - Lingual tonsil
1418,Malignant neoplasm of tongue - Other
1456,Malignant neoplasm of other and unspecified parts of mouth - Retromolar area
1458,Malignant neoplasm of other and unspecified parts of mouth - Other
1459,"Malignant neoplasm of other and unspecified parts of mouth - Mouth, unspecified"
1460,Malignant neoplasm of oropharynx - Tonsil
1461,Malignant neoplasm of oropharynx - Tonsillar fossa
1462,Malignant neoplasm of oropharynx - Tonsillar pillars (anterior) (posterior)
1463,Malignant neoplasm of oropharynx - Vallecula
1464,Malignant neoplasm of oropharynx - Anterior aspect of epiglottis
1465,Malignant neoplasm of oropharynx - Junctional region
1466,Malignant neoplasm of oropharynx - Lateral wall of oropharynx
1467,Malignant neoplasm of oropharynx - Posterior wall of oropharynx
1468,Malignant neoplasm of oropharynx - Other
1469,"Malignant neoplasm of oropharynx - Oropharynx, unspecified"
1470,Malignant neoplasm of nasopharynx - Superior wall
1471,Malignant neoplasm of nasopharynx - Posterior wall
1472,Malignant neoplasm of nasopharynx - Lateral wall
1473,Malignant neoplasm of nasopharynx - Anterior wall
1455,"Malignant neoplasm of other and unspecified parts of mouth - Palate, unspecified"
1454,Malignant neoplasm of other and unspecified parts of mouth - Uvula
1453,Malignant neoplasm of other and unspecified parts of mouth - Soft palate
1431,Malignant neoplasm of gum - Lower gum
1419,"Malignant neoplasm of tongue - Tongue, unspecified"
1420,Malignant neoplasm of major salivary glands - Parotid gland
1421,Malignant neoplasm of major salivary glands - Submandibular gland
1422,Malignant neoplasm of major salivary glands - Sublingual gland
1428,Malignant neoplasm of major salivary glands - Other
1429,Malignant neoplasm of major salivary glands - Site unspecified
1430,Malignant neoplasm of gum - Upper gum
1438,Malignant neoplasm of gum - Other
1452,Malignant neoplasm of other and unspecified parts of mouth - Hard palate
1439,"Malignant neoplasm of gum - Gum, unspecified"
1440,Malignant neoplasm of floor of mouth - Anterior portion
1441,Malignant neoplasm of floor of mouth - Lateral portion
1448,Malignant neoplasm of floor of mouth - Other
1449,Malignant neoplasm of floor of mouth - Part unspecified
1450,Malignant neoplasm of other and unspecified parts of mouth - Cheek mucosa
1451,Malignant neoplasm of other and unspecified parts of mouth - Vestibule of mouth
1329,"Pediculosis and phthirus infestation - Pediculosis, unspecified"
1323,Pediculosis and phthirus infestation - Mixed
1322,Pediculosis and phthirus infestation - Phthirus pubis (pubic louse)
1235,Other cestode infection - Sparganosis (larval diphyllobothriasis)
1216,Other trematode infections - Heterophyiasis
1218,Other trematode infections - Other
1219,Other trematode infections - Unspecified
1220,Echinococcosis - Echinococcus granulosus infection of liver
1221,Echinococcosis - Echinococcus granulosus infection of lung
1222,Echinococcosis - Echinococcus granulosus infection of thyroid
1223,"Echinococcosis - Echinococcus granulosus infection, other"
1224,"Echinococcosis - Echinococcus granulosus infection, unspecified"
1225,Echinococcosis - Echinococcus multilocularis infection of liver
1226,"Echinococcosis - Echinococcus multilocularis infection, other"
1227,"Echinococcosis - Echinococcus multilocularis infection, unspecified"
1228,"Echinococcosis - Echinococcosis, unspecified, of liver"
1229,"Echinococcosis - Echinococcosis, other and unspecified"
1230,"Other cestode infection - Taenia solium infection, intestinal form"
1231,Other cestode infection - Cysticercosis
1232,Other cestode infection - Taenia saginata infection
1233,"Other cestode infection - Taeniasis, unspecified"
1215,Other trematode infections - Metagonimiasis
1214,Other trematode infections - Fasciolopsiasis
1213,Other trematode infections - Fascioliasis
1180,Opportunistic mycoses - Opportunistic mycoses
1173,Other mycoses - Aspergillosis
1174,Other mycoses - Mycotic mycetomas
1175,Other mycoses - Cryptococcosis
1176,Other mycoses - Allescheriosis (Petriellidosis)
1177,Other mycoses - Zygomycosis (Phycomycosis or Mucormycosis)
1178,Other mycoses - Infection by dematiacious fungi (Phaeohyphomycosis)
1179,Other mycoses - Other and unspecified
1200,Schistosomiasis (bilharziasis) - Schistosoma haematobium
1212,Other trematode infections - Paragonimiasis
1201,Schistosomiasis (bilharziasis) - Schistosoma mansoni
1202,Schistosomiasis (bilharziasis) - Schistosoma japonicum
1203,Schistosomiasis (bilharziasis) - Cutaneous
1208,Schistosomiasis (bilharziasis) - Other
1209,Schistosomiasis (bilharziasis) - Unspecified
1210,Other trematode infections - Opisthorchiasis
1211,Other trematode infections - Clonorchiasis
1234,"Other cestode infection - Diphyllobothriasis, intestinal"
1236,Other cestode infection - Hymenolepiasis
1321,Pediculosis and phthirus infestation - Pediculus corporis (body louse)
1238,Other cestode infection - Other
1273,Other intestinal helminthiases - Trichuriasis
1274,Other intestinal helminthiases - Enterobiasis
1275,Other intestinal helminthiases - Capillariasis
1276,Other intestinal helminthiases - Trichostrongyliasis
1277,Other intestinal helminthiases - Other intestinal helminthiasis
1278,Other intestinal helminthiases - Mixed intestinal helminthiasis
1279,"Other intestinal helminthiases - Intestinal helminthiasis, unspecified"
1280,Other and unspecified helminthiases - Toxocariasis
1281,Other and unspecified helminthiases - Gnathostomiasis
1288,Other and unspecified helminthiases - Other
1289,Other and unspecified helminthiases - Unspecified
1290,"Intestinal parasitism, unspecified - Intestinal parasitism, unspecified"
1300,Toxoplasmosis - Toxoplasmosis
1310,Trichomoniasis - Urogenital trichomoniasis
1318,Trichomoniasis - Other sites
1319,Trichomoniasis - Unspecified
1320,Pediculosis and phthirus infestation - Pediculus capitis (head louse)
1272,Other intestinal helminthiases - Strongyloidiasis
1271,Other intestinal helminthiases - Anisakiasis
1270,Other intestinal helminthiases - Ascariasis
1255,Filarial infection and dracontiasis - Mansonella ozzardi infection
1239,Other cestode infection - Unspecified
1240,Trichinosis - Trichinosis
1250,Filarial infection and dracontiasis - Bancroftian filariasis
1251,Filarial infection and dracontiasis - Malayan filariasis
1252,Filarial infection and dracontiasis - Loiasis
1253,Filarial infection and dracontiasis - Onchocerciasis
1254,Filarial infection and dracontiasis - Dipetalonemiasis
1256,Filarial infection and dracontiasis - Other specified filariasis
1269,Ancylostomiasis and necatoriasis - Unspecified
1257,Filarial infection and dracontiasis - Dracontiasis
1259,Filarial infection and dracontiasis - Unspecified filariasis
1260,Ancylostomiasis and necatoriasis - Ancylostoma duodenale
1261,Ancylostomiasis and necatoriasis - Necator americanus
1262,Ancylostomiasis and necatoriasis - Ancylostoma braziliense
1263,Ancylostomiasis and necatoriasis - Ancylostoma ceylanicum
1268,Ancylostomiasis and necatoriasis - Other specified ancylostoma
0782,Other diseases due to viruses and chlamydiae - Sweating fever
0780,Other diseases due to viruses and chlamydiae - Molluscum contagiosum
2699,Other nutritional deficiencies - Unspecified
0180,Miliary tuberculosis - Acute
0189,Miliary tuberculosis - Unspecified
0200,Plague - Bubonic
0201,Plague - Cellulocutaneous
0202,Plague - Septicaemic
0203,Plague - Primary pneumonic
0204,Plague - Secondary pneumonic
0205,"Plague - Pneumonic, unspecified"
0208,Plague - Other
0209,Plague - Unspecified
0210,Tularaemia - Tularaemia
0220,Anthrax - Cutaneous anthrax
0221,Anthrax - Pulmonary anthrax
0222,Anthrax - Gastrointestinal anthrax
0223,Anthrax - Anthrax septicaemia
0228,Anthrax - Other manifestations
0229,Anthrax - Unspecified
0230,Brucellosis - Brucella melitensis
0188,Miliary tuberculosis - Other
0178,Tuberculosis of other organs - Other
0150,Tuberculosis of bones and joints - Vertebral column
0177,Tuberculosis of other organs - Spleen
0152,Tuberculosis of bones and joints - Knee
0157,Tuberculosis of bones and joints - Other bone
0158,Tuberculosis of bones and joints - Other joint
0159,Tuberculosis of bones and joints - Unspecified
0160,Tuberculosis of genitourinary system - Kidney
0161,Tuberculosis of genitourinary system - Other urinary organs
0162,Tuberculosis of genitourinary system - Epididymis
0163,Tuberculosis of genitourinary system - Other male genital organs
0164,Tuberculosis of genitourinary system - Female genital organs
0169,Tuberculosis of genitourinary system - Unspecified
0170,Tuberculosis of other organs - Skin and subcutaneous cellular tissue
0171,Tuberculosis of other organs - Erythema nodosum with hypersensitivity reaction in tuberculosis
0172,Tuberculosis of other organs - Peripheral lymph nodes
0173,Tuberculosis of other organs - Eye
0174,Tuberculosis of other organs - Ear
0175,Tuberculosis of other organs - Thyroid gland
0176,Tuberculosis of other organs - Adrenal glands
0231,Brucellosis - Brucella abortus
0232,Brucellosis - Brucella suis
0233,Brucellosis - Brucella canis
0238,Brucellosis - Other
0319,Diseases due to other mycobacteria - Unspecified
0320,Diphtheria - Faucial diphtheria
0321,Diphtheria - Nasopharyngeal diphtheria
0322,Diphtheria - Anterior nasal diphtheria
0323,Diphtheria - Laryngeal diphtheria
0328,Diphtheria - Other
0329,"Diphtheria - Diphtheria, unspecified"
0330,Whooping cough - Bordetella pertussis (B. pertussis)
0331,Whooping cough - Bordetella parapertussis (B. parapertussis)
0338,Whooping cough - Other specified organism
0339,"Whooping cough - Whooping cough, unspecified organism"
0340,Streptococcal sore throat and scarlatina - Streptococcal sore throat
0341,Streptococcal sore throat and scarlatina - Scarlatina
0350,Erysipelas - Erysipelas
0360,Meningococcal infection - Meningococcal meningitis
0361,Meningococcal infection - Meningococcal encephalitis
0362,Meningococcal infection - Meningococcaemia
0318,Diseases due to other mycobacteria - Other
0311,Diseases due to other mycobacteria - Cutaneous
0310,Diseases due to other mycobacteria - Pulmonary
0271,Other zoonotic bacterial diseases - Erysipelothrix infection
0239,Brucellosis - Unspecified
0240,Glanders - Glanders
0250,Melioidosis - Melioidosis
0260,Rat-bite fever - Spirillary fever
0261,Rat-bite fever - Streptobacillary fever
0269,Rat-bite fever - Unspecified
0270,Other zoonotic bacterial diseases - Listeriosis
0272,Other zoonotic bacterial diseases - Pasteurellosis
0309,Leprosy - Unspecified
0278,Other zoonotic bacterial diseases - Other
0279,Other zoonotic bacterial diseases - Unspecified
0300,Leprosy - Lepromatous (type L)
0301,Leprosy - Tuberculoid (type T)
0302,Leprosy - Indeterminate (group I)
0303,Leprosy - Borderline (group B)
0308,Leprosy - Other
0151,Tuberculosis of bones and joints - Hip
0140,"Tuberculosis of intestines, peritoneum and mesenteric glands - Tuberculosis of intestines, peritoneum and mesenteric glands"
0779,Other diseases of conjunctiva due to viruses and chlamydiae - Unspecified
0042,Shigellosis - Shigella boydii
0048,Shigellosis - Other
0049,Shigellosis - Unspecified
0050,Other food poisoning (bacterial) - Staphylococcal food poisoning
0051,Other food poisoning (bacterial) - Botulism
0052,Other food poisoning (bacterial) - Food poisoning due to Clostridium perfringens (Cl. welchii)
0053,Other food poisoning (bacterial) - Food poisoning due to other Clostridia
0054,Other food poisoning (bacterial) - Food poisoning due to Vibrio parahaemolyticus
0058,Other food poisoning (bacterial) - Other bacterial food poisoning
0059,"Other food poisoning (bacterial) - Food poisoning, unspecified"
0060,Amoebiasis - Acute amoebic dysentery without mention of abscess
0061,Amoebiasis - Chronic intestinal amoebiasis without mention of abscess
0062,Amoebiasis - Amoebic nondysenteric colitis
0063,Amoebiasis - Amoebic liver abscess
0064,Amoebiasis - Amoebic lung abscess
0065,Amoebiasis - Amoebic brain abscess
0066,Amoebiasis - Amoebic skin ulceration
0068,Amoebiasis - Amoebic infection of other sites
0043,Shigellosis - Shigella sonnei
0041,Shigellosis - Shigella flexneri
0139,Tuberculosis of meninges and central nervous system - Unspecified
0040,Shigellosis - Shigella dysenteriae
9456,Agents primarily acting on the smooth and skeletal muscles and respiratory system - Anti-common-cold drugs
9455,Agents primarily acting on the smooth and skeletal muscles and respiratory system - Expectorants
7997,Other ill-defined and unknown causes of morbidity and mortality - Unspecified
0000,Neonatal death - Neonatal death
0010,Cholera - Due to Vibrio cholerae
0011,Cholera - Due to Vibrio cholerae el tor
0019,Cholera - Unspecified
0020,Typhoid and paratyphoid fevers - Typhoid fever
0021,Typhoid and paratyphoid fevers - Paratyphoid fever A
0022,Typhoid and paratyphoid fevers - Paratyphoid fever B
0023,Typhoid and paratyphoid fevers - Paratyphoid fever C
0029,"Typhoid and paratyphoid fevers - Paratyphoid fever, unspecified"
0030,Other salmonella infections - Salmonella gastroenteritis
0031,Other salmonella infections - Salmonella septicaemia
0032,Other salmonella infections - Localized salmonella infections
0038,Other salmonella infections - Other
0039,Other salmonella infections - Unspecified
0069,"Amoebiasis - Amoebiasis, unspecified"
0070,Other protozoal intestinal diseases - Balantidiasis
0071,Other protozoal intestinal diseases - Giardiasis
0072,Other protozoal intestinal diseases - Coccidiosis
0111,"Pulmonary tuberculosis - Tuberculosis of lung, nodular"
0112,Pulmonary tuberculosis - Tuberculosis of lung with cavitation
0113,Pulmonary tuberculosis - Tuberculosis of bronchus
0114,Pulmonary tuberculosis - Tuberculous fibrosis of lung
0115,Pulmonary tuberculosis - Tuberculous bronchiectasis
0116,Pulmonary tuberculosis - Tuberculous pneumonia (any form)
0117,Pulmonary tuberculosis - Tuberculous pneumothorax
0118,Pulmonary tuberculosis - Other pulmonary tuberculosis
0119,Pulmonary tuberculosis - Unspecified
0120,Other respiratory tuberculosis - Tuberculous pleurisy
0121,Other respiratory tuberculosis - Tuberculosis of intrathoracic lymph nodes
0122,Other respiratory tuberculosis - Isolated tracheal or bronchial tuberculosis
0123,Other respiratory tuberculosis - Tuberculous laryngitis
0128,Other respiratory tuberculosis - Other
