code,description,source_file,icd_version
8319,Motor vehicle non-traffic accident to pedal cyclist,icd6.xls,ICD-6 (1950-1957)
8320,Motor vehicle non-traffic accident to rider or passenger of motorcycle,icd6.xls,ICD-6 (1950-1957)
8321,Motor vehicle non-traffic accident to rider or passenger of motorcycle,icd6.xls,ICD-6 (1950-1957)
8322,Motor vehicle non-traffic accident to rider or passenger of motorcycle,icd6.xls,ICD-6 (1950-1957)
8323,Motor vehicle non-traffic accident to rider or passenger of motorcycle,icd6.xls,ICD-6 (1950-1957)
8324,Motor vehicle non-traffic accident to rider or passenger of motorcycle,icd6.xls,ICD-6 (1950-1957)
8325,Motor vehicle non-traffic accident to rider or passenger of motorcycle,icd6.xls,ICD-6 (1950-1957)
8326,Motor vehicle non-traffic accident to rider or passenger of motorcycle,icd6.xls,ICD-6 (1950-1957)
8327,Motor vehicle non-traffic accident to rider or passenger of motorcycle,icd6.xls,ICD-6 (1950-1957)
8328,Motor vehicle non-traffic accident to rider or passenger of motorcycle,icd6.xls,ICD-6 (1950-1957)
8329,Motor vehicle non-traffic accident to rider or passenger of motorcycle,icd6.xls,ICD-6 (1950-1957)
8330,Other motor vehicle non-traffic accident involving two or more motor vehicles,icd6.xls,ICD-6 (1950-1957)
8331,Other motor vehicle non-traffic accident involving two or more motor vehicles,icd6.xls,ICD-6 (1950-1957)
8332,Other motor vehicle non-traffic accident involving two or more motor vehicles,icd6.xls,ICD-6 (1950-1957)
8333,Other motor vehicle non-traffic accident involving two or more motor vehicles,icd6.xls,ICD-6 (1950-1957)
8334,Other motor vehicle non-traffic accident involving two or more motor vehicles,icd6.xls,ICD-6 (1950-1957)
8335,Other motor vehicle non-traffic accident involving two or more motor vehicles,icd6.xls,ICD-6 (1950-1957)
8336,Other motor vehicle non-traffic accident involving two or more motor vehicles,icd6.xls,ICD-6 (1950-1957)
8337,Other motor vehicle non-traffic accident involving two or more motor vehicles,icd6.xls,ICD-6 (1950-1957)
8338,Other motor vehicle non-traffic accident involving two or more motor vehicles,icd6.xls,ICD-6 (1950-1957)
8339,Other motor vehicle non-traffic accident involving two or more motor vehicles,icd6.xls,ICD-6 (1950-1957)
8340,Motor vehicle non-traffic accident while boarding and alighting,icd6.xls,ICD-6 (1950-1957)
8341,Motor vehicle non-traffic accident while boarding and alighting,icd6.xls,ICD-6 (1950-1957)
8342,Motor vehicle non-traffic accident while boarding and alighting,icd6.xls,ICD-6 (1950-1957)
8343,Motor vehicle non-traffic accident while boarding and alighting,icd6.xls,ICD-6 (1950-1957)
8344,Motor vehicle non-traffic accident while boarding and alighting,icd6.xls,ICD-6 (1950-1957)
8345,Motor vehicle non-traffic accident while boarding and alighting,icd6.xls,ICD-6 (1950-1957)
8346,Motor vehicle non-traffic accident while boarding and alighting,icd6.xls,ICD-6 (1950-1957)
8347,Motor vehicle non-traffic accident while boarding and alighting,icd6.xls,ICD-6 (1950-1957)
8348,Motor vehicle non-traffic accident while boarding and alighting,icd6.xls,ICD-6 (1950-1957)
8349,Motor vehicle non-traffic accident while boarding and alighting,icd6.xls,ICD-6 (1950-1957)
8350,Motor vehicle non-traffic accident of other and unspecified nature,icd6.xls,ICD-6 (1950-1957)
8351,Motor vehicle non-traffic accident of other and unspecified nature,icd6.xls,ICD-6 (1950-1957)
8352,Motor vehicle non-traffic accident of other and unspecified nature,icd6.xls,ICD-6 (1950-1957)
8353,Motor vehicle non-traffic accident of other and unspecified nature,icd6.xls,ICD-6 (1950-1957)
8354,Motor vehicle non-traffic accident of other and unspecified nature,icd6.xls,ICD-6 (1950-1957)
8355,Motor vehicle non-traffic accident of other and unspecified nature,icd6.xls,ICD-6 (1950-1957)
8356,Motor vehicle non-traffic accident of other and unspecified nature,icd6.xls,ICD-6 (1950-1957)
8357,Motor vehicle non-traffic accident of other and unspecified nature,icd6.xls,ICD-6 (1950-1957)
8358,Motor vehicle non-traffic accident of other and unspecified nature,icd6.xls,ICD-6 (1950-1957)
8359,Motor vehicle non-traffic accident of other and unspecified nature,icd6.xls,ICD-6 (1950-1957)
8400,Street car accident to pedestrian,icd6.xls,ICD-6 (1950-1957)
8410,"Other street car accident, except collision with motor vehicle",icd6.xls,ICD-6 (1950-1957)
8420,Accident to pedestrian caused by pedal cycle,icd6.xls,ICD-6 (1950-1957)
8430,Accident to rider of pedal cycle not involving collision with motor vehicle,icd6.xls,ICD-6 (1950-1957)
8440,Accident to pedestrian caused by other non-motor road vehicle,icd6.xls,ICD-6 (1950-1957)
8450,Other non-motor road vehicle accidents,icd6.xls,ICD-6 (1950-1957)
8500,Submersion of occupant of small boat,icd6.xls,ICD-6 (1950-1957)
8510,Other water transport injury by submersion,icd6.xls,ICD-6 (1950-1957)
8520,Fall on stairs and ladders in water transport,icd6.xls,ICD-6 (1950-1957)
8530,Other falls from one level to another in water transport,icd6.xls,ICD-6 (1950-1957)
8540,Falls on same level in water transport,icd6.xls,ICD-6 (1950-1957)
8550,Unspecified falls in water transport,icd6.xls,ICD-6 (1950-1957)
8560,Machinery accident in water transport,icd6.xls,ICD-6 (1950-1957)
8570,Other specific accidents in water transport,icd6.xls,ICD-6 (1950-1957)
8580,Water transport accident of unspecified cause,icd6.xls,ICD-6 (1950-1957)
8600,Accident to personnel in military aircraft,icd6.xls,ICD-6 (1950-1957)
8610,"Injury to occupant by accident to commercial ""transport"" aircraft",icd6.xls,ICD-6 (1950-1957)
8620,"Other injury in commercial ""transport"" aircraft",icd6.xls,ICD-6 (1950-1957)
8630,Injury to occupant by accident to other aircraft,icd6.xls,ICD-6 (1950-1957)
8640,Aircraft accident at airfield to person not in aircraft,icd6.xls,ICD-6 (1950-1957)
8650,Aircraft accident elsewhere to person not in aircraft,icd6.xls,ICD-6 (1950-1957)
8660,Other and unspecified aircraft accidents,icd6.xls,ICD-6 (1950-1957)
8700,Accidental poisoning by morphine and other opium derivaties,icd6.xls,ICD-6 (1950-1957)
8701,Accidental poisoning by morphine and other opium derivaties,icd6.xls,ICD-6 (1950-1957)
8702,Accidental poisoning by morphine and other opium derivaties,icd6.xls,ICD-6 (1950-1957)
8703,Accidental poisoning by morphine and other opium derivaties,icd6.xls,ICD-6 (1950-1957)
8704,Accidental poisoning by morphine and other opium derivaties,icd6.xls,ICD-6 (1950-1957)
8705,Accidental poisoning by morphine and other opium derivaties,icd6.xls,ICD-6 (1950-1957)
8706,Accidental poisoning by morphine and other opium derivaties,icd6.xls,ICD-6 (1950-1957)
8707,Accidental poisoning by morphine and other opium derivaties,icd6.xls,ICD-6 (1950-1957)
8708,Accidental poisoning by morphine and other opium derivaties,icd6.xls,ICD-6 (1950-1957)
8709,Accidental poisoning by morphine and other opium derivaties,icd6.xls,ICD-6 (1950-1957)
8710,Accidental poisoning by barbituric acid and deriviatives,icd6.xls,ICD-6 (1950-1957)
8711,Accidental poisoning by barbituric acid and deriviatives,icd6.xls,ICD-6 (1950-1957)
8712,Accidental poisoning by barbituric acid and deriviatives,icd6.xls,ICD-6 (1950-1957)
8713,Accidental poisoning by barbituric acid and deriviatives,icd6.xls,ICD-6 (1950-1957)
8714,Accidental poisoning by barbituric acid and deriviatives,icd6.xls,ICD-6 (1950-1957)
8715,Accidental poisoning by barbituric acid and deriviatives,icd6.xls,ICD-6 (1950-1957)
8716,Accidental poisoning by barbituric acid and deriviatives,icd6.xls,ICD-6 (1950-1957)
8717,Accidental poisoning by barbituric acid and deriviatives,icd6.xls,ICD-6 (1950-1957)
8718,Accidental poisoning by barbituric acid and deriviatives,icd6.xls,ICD-6 (1950-1957)
8719,Accidental poisoning by barbituric acid and deriviatives,icd6.xls,ICD-6 (1950-1957)
8720,Accidental poisoning by aspirin and salicylates,icd6.xls,ICD-6 (1950-1957)
8721,Accidental poisoning by aspirin and salicylates,icd6.xls,ICD-6 (1950-1957)
8722,Accidental poisoning by aspirin and salicylates,icd6.xls,ICD-6 (1950-1957)
8723,Accidental poisoning by aspirin and salicylates,icd6.xls,ICD-6 (1950-1957)
8724,Accidental poisoning by aspirin and salicylates,icd6.xls,ICD-6 (1950-1957)
8725,Accidental poisoning by aspirin and salicylates,icd6.xls,ICD-6 (1950-1957)
8726,Accidental poisoning by aspirin and salicylates,icd6.xls,ICD-6 (1950-1957)
8727,Accidental poisoning by aspirin and salicylates,icd6.xls,ICD-6 (1950-1957)
8728,Accidental poisoning by aspirin and salicylates,icd6.xls,ICD-6 (1950-1957)
8729,Accidental poisoning by aspirin and salicylates,icd6.xls,ICD-6 (1950-1957)
8730,Accidental poisoning by bromides,icd6.xls,ICD-6 (1950-1957)
8731,Accidental poisoning by bromides,icd6.xls,ICD-6 (1950-1957)
8732,Accidental poisoning by bromides,icd6.xls,ICD-6 (1950-1957)
8733,Accidental poisoning by bromides,icd6.xls,ICD-6 (1950-1957)
8734,Accidental poisoning by bromides,icd6.xls,ICD-6 (1950-1957)
8735,Accidental poisoning by bromides,icd6.xls,ICD-6 (1950-1957)
8736,Accidental poisoning by bromides,icd6.xls,ICD-6 (1950-1957)
8737,Accidental poisoning by bromides,icd6.xls,ICD-6 (1950-1957)
8738,Accidental poisoning by bromides,icd6.xls,ICD-6 (1950-1957)
8739,Accidental poisoning by bromides,icd6.xls,ICD-6 (1950-1957)
8740,Accidental poisoning by other analgesic and soporific drugs,icd6.xls,ICD-6 (1950-1957)
8741,Accidental poisoning by other analgesic and soporific drugs,icd6.xls,ICD-6 (1950-1957)
8742,Accidental poisoning by other analgesic and soporific drugs,icd6.xls,ICD-6 (1950-1957)
8743,Accidental poisoning by other analgesic and soporific drugs,icd6.xls,ICD-6 (1950-1957)
8744,Accidental poisoning by other analgesic and soporific drugs,icd6.xls,ICD-6 (1950-1957)
8745,Accidental poisoning by other analgesic and soporific drugs,icd6.xls,ICD-6 (1950-1957)
8746,Accidental poisoning by other analgesic and soporific drugs,icd6.xls,ICD-6 (1950-1957)
8747,Accidental poisoning by other analgesic and soporific drugs,icd6.xls,ICD-6 (1950-1957)
8748,Accidental poisoning by other analgesic and soporific drugs,icd6.xls,ICD-6 (1950-1957)
8749,Accidental poisoning by other analgesic and soporific drugs,icd6.xls,ICD-6 (1950-1957)
8750,Accidental poisoning by sulfonamides,icd6.xls,ICD-6 (1950-1957)
8751,Accidental poisoning by sulfonamides,icd6.xls,ICD-6 (1950-1957)
8752,Accidental poisoning by sulfonamides,icd6.xls,ICD-6 (1950-1957)
8753,Accidental poisoning by sulfonamides,icd6.xls,ICD-6 (1950-1957)
8754,Accidental poisoning by sulfonamides,icd6.xls,ICD-6 (1950-1957)
8755,Accidental poisoning by sulfonamides,icd6.xls,ICD-6 (1950-1957)
8756,Accidental poisoning by sulfonamides,icd6.xls,ICD-6 (1950-1957)
8757,Accidental poisoning by sulfonamides,icd6.xls,ICD-6 (1950-1957)
8758,Accidental poisoning by sulfonamides,icd6.xls,ICD-6 (1950-1957)
8759,Accidental poisoning by sulfonamides,icd6.xls,ICD-6 (1950-1957)
8760,Accidental poisoning by strychnine,icd6.xls,ICD-6 (1950-1957)
8761,Accidental poisoning by strychnine,icd6.xls,ICD-6 (1950-1957)
8762,Accidental poisoning by strychnine,icd6.xls,ICD-6 (1950-1957)
8763,Accidental poisoning by strychnine,icd6.xls,ICD-6 (1950-1957)
8764,Accidental poisoning by strychnine,icd6.xls,ICD-6 (1950-1957)
8765,Accidental poisoning by strychnine,icd6.xls,ICD-6 (1950-1957)
8766,Accidental poisoning by strychnine,icd6.xls,ICD-6 (1950-1957)
8767,Accidental poisoning by strychnine,icd6.xls,ICD-6 (1950-1957)
8768,Accidental poisoning by strychnine,icd6.xls,ICD-6 (1950-1957)
8769,Accidental poisoning by strychnine,icd6.xls,ICD-6 (1950-1957)
8770,"Accidental poisoning by belladonna, hyoscine and atropine",icd6.xls,ICD-6 (1950-1957)
8771,"Accidental poisoning by belladonna, hyoscine and atropine",icd6.xls,ICD-6 (1950-1957)
8772,"Accidental poisoning by belladonna, hyoscine and atropine",icd6.xls,ICD-6 (1950-1957)
8773,"Accidental poisoning by belladonna, hyoscine and atropine",icd6.xls,ICD-6 (1950-1957)
8774,"Accidental poisoning by belladonna, hyoscine and atropine",icd6.xls,ICD-6 (1950-1957)
8775,"Accidental poisoning by belladonna, hyoscine and atropine",icd6.xls,ICD-6 (1950-1957)
8776,"Accidental poisoning by belladonna, hyoscine and atropine",icd6.xls,ICD-6 (1950-1957)
8777,"Accidental poisoning by belladonna, hyoscine and atropine",icd6.xls,ICD-6 (1950-1957)
8778,"Accidental poisoning by belladonna, hyoscine and atropine",icd6.xls,ICD-6 (1950-1957)
8779,"Accidental poisoning by belladonna, hyoscine and atropine",icd6.xls,ICD-6 (1950-1957)
8780,Accidental poisoning by other and unspecified drugs,icd6.xls,ICD-6 (1950-1957)
8781,Accidental poisoning by other and unspecified drugs,icd6.xls,ICD-6 (1950-1957)
8782,Accidental poisoning by other and unspecified drugs,icd6.xls,ICD-6 (1950-1957)
8783,Accidental poisoning by other and unspecified drugs,icd6.xls,ICD-6 (1950-1957)
8784,Accidental poisoning by other and unspecified drugs,icd6.xls,ICD-6 (1950-1957)
8785,Accidental poisoning by other and unspecified drugs,icd6.xls,ICD-6 (1950-1957)
8786,Accidental poisoning by other and unspecified drugs,icd6.xls,ICD-6 (1950-1957)
8787,Accidental poisoning by other and unspecified drugs,icd6.xls,ICD-6 (1950-1957)
8788,Accidental poisoning by other and unspecified drugs,icd6.xls,ICD-6 (1950-1957)
8789,Accidental poisoning by other and unspecified drugs,icd6.xls,ICD-6 (1950-1957)
8790,Accidental poisoning by noxious foodstuffs,icd6.xls,ICD-6 (1950-1957)
8791,Accidental poisoning by noxious foodstuffs,icd6.xls,ICD-6 (1950-1957)
8792,Accidental poisoning by noxious foodstuffs,icd6.xls,ICD-6 (1950-1957)
8793,Accidental poisoning by noxious foodstuffs,icd6.xls,ICD-6 (1950-1957)
8794,Accidental poisoning by noxious foodstuffs,icd6.xls,ICD-6 (1950-1957)
8795,Accidental poisoning by noxious foodstuffs,icd6.xls,ICD-6 (1950-1957)
8796,Accidental poisoning by noxious foodstuffs,icd6.xls,ICD-6 (1950-1957)
8797,Accidental poisoning by noxious foodstuffs,icd6.xls,ICD-6 (1950-1957)
8798,Accidental poisoning by noxious foodstuffs,icd6.xls,ICD-6 (1950-1957)
8799,Accidental poisoning by noxious foodstuffs,icd6.xls,ICD-6 (1950-1957)
8800,Accidental poisoning by alcohol,icd6.xls,ICD-6 (1950-1957)
8801,Accidental poisoning by alcohol,icd6.xls,ICD-6 (1950-1957)
8802,Accidental poisoning by alcohol,icd6.xls,ICD-6 (1950-1957)
8803,Accidental poisoning by alcohol,icd6.xls,ICD-6 (1950-1957)
8804,Accidental poisoning by alcohol,icd6.xls,ICD-6 (1950-1957)
8805,Accidental poisoning by alcohol,icd6.xls,ICD-6 (1950-1957)
8806,Accidental poisoning by alcohol,icd6.xls,ICD-6 (1950-1957)
8807,Accidental poisoning by alcohol,icd6.xls,ICD-6 (1950-1957)
8808,Accidental poisoning by alcohol,icd6.xls,ICD-6 (1950-1957)
8809,Accidental poisoning by alcohol,icd6.xls,ICD-6 (1950-1957)
8810,Accidental poisoning by petroleum products,icd6.xls,ICD-6 (1950-1957)
8811,Accidental poisoning by petroleum products,icd6.xls,ICD-6 (1950-1957)
8812,Accidental poisoning by petroleum products,icd6.xls,ICD-6 (1950-1957)
8813,Accidental poisoning by petroleum products,icd6.xls,ICD-6 (1950-1957)
8814,Accidental poisoning by petroleum products,icd6.xls,ICD-6 (1950-1957)
8815,Accidental poisoning by petroleum products,icd6.xls,ICD-6 (1950-1957)
8816,Accidental poisoning by petroleum products,icd6.xls,ICD-6 (1950-1957)
8817,Accidental poisoning by petroleum products,icd6.xls,ICD-6 (1950-1957)
8818,Accidental poisoning by petroleum products,icd6.xls,ICD-6 (1950-1957)
8819,Accidental poisoning by petroleum products,icd6.xls,ICD-6 (1950-1957)
8820,Accidental poisoning by industrial solvents,icd6.xls,ICD-6 (1950-1957)
8821,Accidental poisoning by industrial solvents,icd6.xls,ICD-6 (1950-1957)
8822,Accidental poisoning by industrial solvents,icd6.xls,ICD-6 (1950-1957)
8823,Accidental poisoning by industrial solvents,icd6.xls,ICD-6 (1950-1957)
8824,Accidental poisoning by industrial solvents,icd6.xls,ICD-6 (1950-1957)
8825,Accidental poisoning by industrial solvents,icd6.xls,ICD-6 (1950-1957)
8826,Accidental poisoning by industrial solvents,icd6.xls,ICD-6 (1950-1957)
8827,Accidental poisoning by industrial solvents,icd6.xls,ICD-6 (1950-1957)
8828,Accidental poisoning by industrial solvents,icd6.xls,ICD-6 (1950-1957)
8829,Accidental poisoning by industrial solvents,icd6.xls,ICD-6 (1950-1957)
8830,"Accidental poisoning by corrosive aromatics, acids, and caustic alkalis",icd6.xls,ICD-6 (1950-1957)
8831,"Accidental poisoning by corrosive aromatics, acids, and caustic alkalis",icd6.xls,ICD-6 (1950-1957)
8832,"Accidental poisoning by corrosive aromatics, acids, and caustic alkalis",icd6.xls,ICD-6 (1950-1957)
8833,"Accidental poisoning by corrosive aromatics, acids, and caustic alkalis",icd6.xls,ICD-6 (1950-1957)
8834,"Accidental poisoning by corrosive aromatics, acids, and caustic alkalis",icd6.xls,ICD-6 (1950-1957)
8835,"Accidental poisoning by corrosive aromatics, acids, and caustic alkalis",icd6.xls,ICD-6 (1950-1957)
8836,"Accidental poisoning by corrosive aromatics, acids, and caustic alkalis",icd6.xls,ICD-6 (1950-1957)
8837,"Accidental poisoning by corrosive aromatics, acids, and caustic alkalis",icd6.xls,ICD-6 (1950-1957)
8838,"Accidental poisoning by corrosive aromatics, acids, and caustic alkalis",icd6.xls,ICD-6 (1950-1957)
8839,"Accidental poisoning by corrosive aromatics, acids, and caustic alkalis",icd6.xls,ICD-6 (1950-1957)
8840,Accidental poisoning by mercury and its compounds,icd6.xls,ICD-6 (1950-1957)
8841,Accidental poisoning by mercury and its compounds,icd6.xls,ICD-6 (1950-1957)
8842,Accidental poisoning by mercury and its compounds,icd6.xls,ICD-6 (1950-1957)
8843,Accidental poisoning by mercury and its compounds,icd6.xls,ICD-6 (1950-1957)
8844,Accidental poisoning by mercury and its compounds,icd6.xls,ICD-6 (1950-1957)
8845,Accidental poisoning by mercury and its compounds,icd6.xls,ICD-6 (1950-1957)
8846,Accidental poisoning by mercury and its compounds,icd6.xls,ICD-6 (1950-1957)
8847,Accidental poisoning by mercury and its compounds,icd6.xls,ICD-6 (1950-1957)
8848,Accidental poisoning by mercury and its compounds,icd6.xls,ICD-6 (1950-1957)
8849,Accidental poisoning by mercury and its compounds,icd6.xls,ICD-6 (1950-1957)
8850,Accidental poisoning by lead and its compounds,icd6.xls,ICD-6 (1950-1957)
8851,Accidental poisoning by lead and its compounds,icd6.xls,ICD-6 (1950-1957)
8852,Accidental poisoning by lead and its compounds,icd6.xls,ICD-6 (1950-1957)
8853,Accidental poisoning by lead and its compounds,icd6.xls,ICD-6 (1950-1957)
8854,Accidental poisoning by lead and its compounds,icd6.xls,ICD-6 (1950-1957)
8855,Accidental poisoning by lead and its compounds,icd6.xls,ICD-6 (1950-1957)
8856,Accidental poisoning by lead and its compounds,icd6.xls,ICD-6 (1950-1957)
8857,Accidental poisoning by lead and its compounds,icd6.xls,ICD-6 (1950-1957)
8858,Accidental poisoning by lead and its compounds,icd6.xls,ICD-6 (1950-1957)
8859,Accidental poisoning by lead and its compounds,icd6.xls,ICD-6 (1950-1957)
8860,"Accidental poisoning by arsenic and antimony, and their compounds",icd6.xls,ICD-6 (1950-1957)
8861,"Accidental poisoning by arsenic and antimony, and their compounds",icd6.xls,ICD-6 (1950-1957)
8862,"Accidental poisoning by arsenic and antimony, and their compounds",icd6.xls,ICD-6 (1950-1957)
8863,"Accidental poisoning by arsenic and antimony, and their compounds",icd6.xls,ICD-6 (1950-1957)
8864,"Accidental poisoning by arsenic and antimony, and their compounds",icd6.xls,ICD-6 (1950-1957)
8865,"Accidental poisoning by arsenic and antimony, and their compounds",icd6.xls,ICD-6 (1950-1957)
8866,"Accidental poisoning by arsenic and antimony, and their compounds",icd6.xls,ICD-6 (1950-1957)
8867,"Accidental poisoning by arsenic and antimony, and their compounds",icd6.xls,ICD-6 (1950-1957)
8868,"Accidental poisoning by arsenic and antimony, and their compounds",icd6.xls,ICD-6 (1950-1957)
8869,"Accidental poisoning by arsenic and antimony, and their compounds",icd6.xls,ICD-6 (1950-1957)
8870,Accidental poisoning by fluorides,icd6.xls,ICD-6 (1950-1957)
8871,Accidental poisoning by fluorides,icd6.xls,ICD-6 (1950-1957)
8872,Accidental poisoning by fluorides,icd6.xls,ICD-6 (1950-1957)
8873,Accidental poisoning by fluorides,icd6.xls,ICD-6 (1950-1957)
8874,Accidental poisoning by fluorides,icd6.xls,ICD-6 (1950-1957)
8875,Accidental poisoning by fluorides,icd6.xls,ICD-6 (1950-1957)
8876,Accidental poisoning by fluorides,icd6.xls,ICD-6 (1950-1957)
8877,Accidental poisoning by fluorides,icd6.xls,ICD-6 (1950-1957)
8878,Accidental poisoning by fluorides,icd6.xls,ICD-6 (1950-1957)
8879,Accidental poisoning by fluorides,icd6.xls,ICD-6 (1950-1957)
8880,Accidental poisoning by other and unspecified solid and liquid substances,icd6.xls,ICD-6 (1950-1957)
8881,Accidental poisoning by other and unspecified solid and liquid substances,icd6.xls,ICD-6 (1950-1957)
8882,Accidental poisoning by other and unspecified solid and liquid substances,icd6.xls,ICD-6 (1950-1957)
8883,Accidental poisoning by other and unspecified solid and liquid substances,icd6.xls,ICD-6 (1950-1957)
8884,Accidental poisoning by other and unspecified solid and liquid substances,icd6.xls,ICD-6 (1950-1957)
8885,Accidental poisoning by other and unspecified solid and liquid substances,icd6.xls,ICD-6 (1950-1957)
8886,Accidental poisoning by other and unspecified solid and liquid substances,icd6.xls,ICD-6 (1950-1957)
8887,Accidental poisoning by other and unspecified solid and liquid substances,icd6.xls,ICD-6 (1950-1957)
8888,Accidental poisoning by other and unspecified solid and liquid substances,icd6.xls,ICD-6 (1950-1957)
8889,Accidental poisoning by other and unspecified solid and liquid substances,icd6.xls,ICD-6 (1950-1957)
8900,Accidental poisoning by utility (illuminating) gas,icd6.xls,ICD-6 (1950-1957)
8901,Accidental poisoning by utility (illuminating) gas,icd6.xls,ICD-6 (1950-1957)
8902,Accidental poisoning by utility (illuminating) gas,icd6.xls,ICD-6 (1950-1957)
8903,Accidental poisoning by utility (illuminating) gas,icd6.xls,ICD-6 (1950-1957)
8904,Accidental poisoning by utility (illuminating) gas,icd6.xls,ICD-6 (1950-1957)
8905,Accidental poisoning by utility (illuminating) gas,icd6.xls,ICD-6 (1950-1957)
8906,Accidental poisoning by utility (illuminating) gas,icd6.xls,ICD-6 (1950-1957)
8907,Accidental poisoning by utility (illuminating) gas,icd6.xls,ICD-6 (1950-1957)
8908,Accidental poisoning by utility (illuminating) gas,icd6.xls,ICD-6 (1950-1957)
8909,Accidental poisoning by utility (illuminating) gas,icd6.xls,ICD-6 (1950-1957)
8910,Accidental poisoning by motor vehicle exhaust gas,icd6.xls,ICD-6 (1950-1957)
8911,Accidental poisoning by motor vehicle exhaust gas,icd6.xls,ICD-6 (1950-1957)
8912,Accidental poisoning by motor vehicle exhaust gas,icd6.xls,ICD-6 (1950-1957)
8913,Accidental poisoning by motor vehicle exhaust gas,icd6.xls,ICD-6 (1950-1957)
8914,Accidental poisoning by motor vehicle exhaust gas,icd6.xls,ICD-6 (1950-1957)
8915,Accidental poisoning by motor vehicle exhaust gas,icd6.xls,ICD-6 (1950-1957)
8916,Accidental poisoning by motor vehicle exhaust gas,icd6.xls,ICD-6 (1950-1957)
8917,Accidental poisoning by motor vehicle exhaust gas,icd6.xls,ICD-6 (1950-1957)
8918,Accidental poisoning by motor vehicle exhaust gas,icd6.xls,ICD-6 (1950-1957)
8919,Accidental poisoning by motor vehicle exhaust gas,icd6.xls,ICD-6 (1950-1957)
8920,Accidental poisoning by other carbon monoxide gas,icd6.xls,ICD-6 (1950-1957)
8921,Accidental poisoning by other carbon monoxide gas,icd6.xls,ICD-6 (1950-1957)
8922,Accidental poisoning by other carbon monoxide gas,icd6.xls,ICD-6 (1950-1957)
8923,Accidental poisoning by other carbon monoxide gas,icd6.xls,ICD-6 (1950-1957)
8924,Accidental poisoning by other carbon monoxide gas,icd6.xls,ICD-6 (1950-1957)
8925,Accidental poisoning by other carbon monoxide gas,icd6.xls,ICD-6 (1950-1957)
8926,Accidental poisoning by other carbon monoxide gas,icd6.xls,ICD-6 (1950-1957)
8927,Accidental poisoning by other carbon monoxide gas,icd6.xls,ICD-6 (1950-1957)
8928,Accidental poisoning by other carbon monoxide gas,icd6.xls,ICD-6 (1950-1957)
8929,Accidental poisoning by other carbon monoxide gas,icd6.xls,ICD-6 (1950-1957)
8930,Accidental poisoning by cyanide gas,icd6.xls,ICD-6 (1950-1957)
8931,Accidental poisoning by cyanide gas,icd6.xls,ICD-6 (1950-1957)
8932,Accidental poisoning by cyanide gas,icd6.xls,ICD-6 (1950-1957)
8933,Accidental poisoning by cyanide gas,icd6.xls,ICD-6 (1950-1957)
8934,Accidental poisoning by cyanide gas,icd6.xls,ICD-6 (1950-1957)
8935,Accidental poisoning by cyanide gas,icd6.xls,ICD-6 (1950-1957)
8936,Accidental poisoning by cyanide gas,icd6.xls,ICD-6 (1950-1957)
8937,Accidental poisoning by cyanide gas,icd6.xls,ICD-6 (1950-1957)
8938,Accidental poisoning by cyanide gas,icd6.xls,ICD-6 (1950-1957)
8939,Accidental poisoning by cyanide gas,icd6.xls,ICD-6 (1950-1957)
8940,Accidental poisoning by other specified gases and vapours,icd6.xls,ICD-6 (1950-1957)
8941,Accidental poisoning by other specified gases and vapours,icd6.xls,ICD-6 (1950-1957)
8942,Accidental poisoning by other specified gases and vapours,icd6.xls,ICD-6 (1950-1957)
8943,Accidental poisoning by other specified gases and vapours,icd6.xls,ICD-6 (1950-1957)
8944,Accidental poisoning by other specified gases and vapours,icd6.xls,ICD-6 (1950-1957)
8945,Accidental poisoning by other specified gases and vapours,icd6.xls,ICD-6 (1950-1957)
8946,Accidental poisoning by other specified gases and vapours,icd6.xls,ICD-6 (1950-1957)
8947,Accidental poisoning by other specified gases and vapours,icd6.xls,ICD-6 (1950-1957)
8948,Accidental poisoning by other specified gases and vapours,icd6.xls,ICD-6 (1950-1957)
8949,Accidental poisoning by other specified gases and vapours,icd6.xls,ICD-6 (1950-1957)
8950,Accidental poisoning by unspecified gases and vapours,icd6.xls,ICD-6 (1950-1957)
8951,Accidental poisoning by unspecified gases and vapours,icd6.xls,ICD-6 (1950-1957)
8952,Accidental poisoning by unspecified gases and vapours,icd6.xls,ICD-6 (1950-1957)
8953,Accidental poisoning by unspecified gases and vapours,icd6.xls,ICD-6 (1950-1957)
8954,Accidental poisoning by unspecified gases and vapours,icd6.xls,ICD-6 (1950-1957)
8955,Accidental poisoning by unspecified gases and vapours,icd6.xls,ICD-6 (1950-1957)
8956,Accidental poisoning by unspecified gases and vapours,icd6.xls,ICD-6 (1950-1957)
8957,Accidental poisoning by unspecified gases and vapours,icd6.xls,ICD-6 (1950-1957)
8958,Accidental poisoning by unspecified gases and vapours,icd6.xls,ICD-6 (1950-1957)
8959,Accidental poisoning by unspecified gases and vapours,icd6.xls,ICD-6 (1950-1957)
9000,Fall on stairs,icd6.xls,ICD-6 (1950-1957)
9001,Fall on stairs,icd6.xls,ICD-6 (1950-1957)
9002,Fall on stairs,icd6.xls,ICD-6 (1950-1957)
9003,Fall on stairs,icd6.xls,ICD-6 (1950-1957)
9004,Fall on stairs,icd6.xls,ICD-6 (1950-1957)
9005,Fall on stairs,icd6.xls,ICD-6 (1950-1957)
9006,Fall on stairs,icd6.xls,ICD-6 (1950-1957)
9007,Fall on stairs,icd6.xls,ICD-6 (1950-1957)
