code,icd_version,original_description,harmonized_category,harmonized_category_name,classification_confidence
7809,ICD-7 (1958-1967),Certain symptoms referable to nervous system and special senses - Meningismus,nervous_system,Diseases of the Nervous System,medium
7810,ICD-7 (1958-1967),Other symptoms referable to nervous system and special senses - Disturbance of vision except defective sight,nervous_system,Diseases of the Nervous System,medium
7811,ICD-7 (1958-1967),Other symptoms referable to nervous system and special senses - Oculomotor disturbance,nervous_system,Diseases of the Nervous System,medium
7812,ICD-7 (1958-1967),Other symptoms referable to nervous system and special senses - Photophobia,nervous_system,Diseases of the Nervous System,medium
7813,ICD-7 (1958-1967),Other symptoms referable to nervous system and special senses - Disturbance of hearing except deafness,eye_ear,Diseases of Eye and Ear,high
7814,ICD-7 (1958-1967),"Other symptoms referable to nervous system and special senses - Disturbance of cranial nerves except optic, oculomotor, and auditory",nervous_system,Diseases of the Nervous System,medium
7815,ICD-7 (1958-1967),Other symptoms referable to nervous system and special senses - Stammering and stuttering,nervous_system,Diseases of the Nervous System,medium
7816,ICD-7 (1958-1967),"Other symptoms referable to nervous system and special senses - Other disturbances of speech, including alexia and agraphia",nervous_system,Diseases of the Nervous System,medium
7817,ICD-7 (1958-1967),Other symptoms referable to nervous system and special senses - Other disturbances of sensation,nervous_system,Diseases of the Nervous System,medium
7818,ICD-7 (1958-1967),Other symptoms referable to nervous system and special senses - Encephalopathy,nervous_system,Diseases of the Nervous System,medium
7819,ICD-7 (1958-1967),Other symptoms referable to nervous system and special senses - Hallucinations,nervous_system,Diseases of the Nervous System,medium
7820,ICD-7 (1958-1967),Symptoms referable to cardiovascular and lymphatic system - Precordial pain,circulatory,Diseases of the Circulatory System,medium
7821,ICD-7 (1958-1967),Symptoms referable to cardiovascular and lymphatic system - Palpitations,circulatory,Diseases of the Circulatory System,medium
7822,ICD-7 (1958-1967),Symptoms referable to cardiovascular and lymphatic system - Tachycardia,circulatory,Diseases of the Circulatory System,medium
7823,ICD-7 (1958-1967),Symptoms referable to cardiovascular and lymphatic system - Pallor and cyanosis (not of newborn),circulatory,Diseases of the Circulatory System,medium
7824,ICD-7 (1958-1967),"Symptoms referable to cardiovascular and lymphatic system - Acute heart failure, undefined",circulatory,Diseases of the Circulatory System,high
7825,ICD-7 (1958-1967),Symptoms referable to cardiovascular and lymphatic system - Syncope or collapse,circulatory,Diseases of the Circulatory System,medium
7826,ICD-7 (1958-1967),Symptoms referable to cardiovascular and lymphatic system - Oedema and dropsy (not of newborn),circulatory,Diseases of the Circulatory System,medium
7827,ICD-7 (1958-1967),Symptoms referable to cardiovascular and lymphatic system - Enlargement of lymph node,circulatory,Diseases of the Circulatory System,medium
7828,ICD-7 (1958-1967),Symptoms referable to cardiovascular and lymphatic system - Splenomegaly,circulatory,Diseases of the Circulatory System,medium
7829,ICD-7 (1958-1967),Symptoms referable to cardiovascular and lymphatic system - Shock without mention of trauma,circulatory,Diseases of the Circulatory System,medium
7830,ICD-7 (1958-1967),Symptoms referable to respiratory system - Epistaxis,respiratory,Diseases of the Respiratory System,medium
7831,ICD-7 (1958-1967),Symptoms referable to respiratory system - Haemoptysis,respiratory,Diseases of the Respiratory System,medium
7832,ICD-7 (1958-1967),Symptoms referable to respiratory system - Dyspnoea,respiratory,Diseases of the Respiratory System,medium
7833,ICD-7 (1958-1967),Symptoms referable to respiratory system - Cough,respiratory,Diseases of the Respiratory System,medium
7834,ICD-7 (1958-1967),Symptoms referable to respiratory system - Excess of sputum,respiratory,Diseases of the Respiratory System,medium
7835,ICD-7 (1958-1967),Symptoms referable to respiratory system - Change in voice,respiratory,Diseases of the Respiratory System,medium
7836,ICD-7 (1958-1967),Symptoms referable to respiratory system - Stridor,respiratory,Diseases of the Respiratory System,medium
7837,ICD-7 (1958-1967),Symptoms referable to respiratory system - Pain in chest,respiratory,Diseases of the Respiratory System,medium
7840,ICD-7 (1958-1967),Symptoms referable to upper gastro-intestinal tract - Anorexia,digestive,Diseases of the Digestive System,medium
7841,ICD-7 (1958-1967),Symptoms referable to upper gastro-intestinal tract - Nausea and vomiting,digestive,Diseases of the Digestive System,medium
7842,ICD-7 (1958-1967),Symptoms referable to upper gastro-intestinal tract - Pylorospasm,digestive,Diseases of the Digestive System,medium
7843,ICD-7 (1958-1967),Symptoms referable to upper gastro-intestinal tract - Heartburn,eye_ear,Diseases of Eye and Ear,medium
7844,ICD-7 (1958-1967),Symptoms referable to upper gastro-intestinal tract - Dysphagia,digestive,Diseases of the Digestive System,medium
7845,ICD-7 (1958-1967),Symptoms referable to upper gastro-intestinal tract - Haematemesis,digestive,Diseases of the Digestive System,medium
7846,ICD-7 (1958-1967),Symptoms referable to upper gastro-intestinal tract - Excessive salivation,digestive,Diseases of the Digestive System,medium
7847,ICD-7 (1958-1967),Symptoms referable to upper gastro-intestinal tract - Hiccough,digestive,Diseases of the Digestive System,medium
7848,ICD-7 (1958-1967),Symptoms referable to upper gastro-intestinal tract - Eructation,digestive,Diseases of the Digestive System,medium
7850,ICD-7 (1958-1967),Symptoms referable to abdomen and lower gastro-intestinal tract - Abdominal swelling (not referable to any particular organ),digestive,Diseases of the Digestive System,medium
7851,ICD-7 (1958-1967),Symptoms referable to abdomen and lower gastro-intestinal tract - Hepatomegaly,digestive,Diseases of the Digestive System,high
7852,ICD-7 (1958-1967),Symptoms referable to abdomen and lower gastro-intestinal tract - Jaundice (not of newborn),digestive,Diseases of the Digestive System,medium
7853,ICD-7 (1958-1967),Symptoms referable to abdomen and lower gastro-intestinal tract - Ascites,digestive,Diseases of the Digestive System,medium
7854,ICD-7 (1958-1967),Symptoms referable to abdomen and lower gastro-intestinal tract - Flatulence,digestive,Diseases of the Digestive System,medium
7855,ICD-7 (1958-1967),Symptoms referable to abdomen and lower gastro-intestinal tract - Abdominal pain,digestive,Diseases of the Digestive System,medium
7856,ICD-7 (1958-1967),"Symptoms referable to abdomen and lower gastro-intestinal tract - Diarrhoea, age 2 years and over",infectious_diseases,Infectious and Parasitic Diseases,medium
7857,ICD-7 (1958-1967),Symptoms referable to abdomen and lower gastro-intestinal tract - Incontinence of faeces,digestive,Diseases of the Digestive System,medium
7858,ICD-7 (1958-1967),Symptoms referable to abdomen and lower gastro-intestinal tract - Meloena (age 1 year and over),eye_ear,Diseases of Eye and Ear,medium
7859,ICD-7 (1958-1967),Symptoms referable to abdomen and lower gastro-intestinal tract - Visible peristalsis,digestive,Diseases of the Digestive System,medium
7860,ICD-7 (1958-1967),Symptoms referable to genito-urinary system - Pain referable to urinary system,genitourinary,Diseases of the Genitourinary System,medium
7861,ICD-7 (1958-1967),Symptoms referable to genito-urinary system - Retention of urine,genitourinary,Diseases of the Genitourinary System,medium
7862,ICD-7 (1958-1967),Symptoms referable to genito-urinary system - Incontinence of urine,genitourinary,Diseases of the Genitourinary System,medium
7863,ICD-7 (1958-1967),Symptoms referable to genito-urinary system - Frequency of micturition,genitourinary,Diseases of the Genitourinary System,medium
7864,ICD-7 (1958-1967),Symptoms referable to genito-urinary system - Polyuria,genitourinary,Diseases of the Genitourinary System,medium
7865,ICD-7 (1958-1967),"Symptoms referable to genito-urinary system - Oliguria, anuria (not of newborn)",genitourinary,Diseases of the Genitourinary System,medium
7866,ICD-7 (1958-1967),Symptoms referable to genito-urinary system - Priapism,genitourinary,Diseases of the Genitourinary System,medium
7867,ICD-7 (1958-1967),"Symptoms referable to genito-urinary system - Pain referable to genital organs, including dyspareunia",genitourinary,Diseases of the Genitourinary System,high
7870,ICD-7 (1958-1967),"Symptoms referable to limbs and back - Transient paralysis of limb, cause unknown",ill_defined,"Symptoms, Signs and Ill-Defined Conditions",high
7871,ICD-7 (1958-1967),Symptoms referable to limbs and back - Pain in limb,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7872,ICD-7 (1958-1967),Symptoms referable to limbs and back - Swelling of limb,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7873,ICD-7 (1958-1967),Symptoms referable to limbs and back - Pain in joint,musculoskeletal,Diseases of Musculoskeletal System and Connective Tissue,medium
7874,ICD-7 (1958-1967),Symptoms referable to limbs and back - Swelling in joint,musculoskeletal,Diseases of Musculoskeletal System and Connective Tissue,medium
7875,ICD-7 (1958-1967),Symptoms referable to limbs and back - Pain in back,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7876,ICD-7 (1958-1967),Symptoms referable to limbs and back - Difficulty in walking,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7877,ICD-7 (1958-1967),Symptoms referable to limbs and back - Abnormality of gait,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7880,ICD-7 (1958-1967),Other general symptoms - Dehydration,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7881,ICD-7 (1958-1967),Other general symptoms - Excessive sweating,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7882,ICD-7 (1958-1967),Other general symptoms - Rash,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7883,ICD-7 (1958-1967),Other general symptoms - Subcutaneous nodules,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7884,ICD-7 (1958-1967),Other general symptoms - Loss of weight,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7885,ICD-7 (1958-1967),Other general symptoms - Tetany,nervous_system,Diseases of the Nervous System,medium
7886,ICD-7 (1958-1967),Other general symptoms - Acidosis,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7887,ICD-7 (1958-1967),Other general symptoms - Alkalosis,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7888,ICD-7 (1958-1967),Other general symptoms - Pyrexia of unknown origin,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",high
7889,ICD-7 (1958-1967),Other general symptoms - Other specified symptoms not classifiable elsewhere,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7890,ICD-7 (1958-1967),"Abnormal urinary constituents of unspecified cause - Albuminuria, unqualified",genitourinary,Diseases of the Genitourinary System,medium
7891,ICD-7 (1958-1967),"Abnormal urinary constituents of unspecified cause - Albuminuria, orthostatic",genitourinary,Diseases of the Genitourinary System,medium
7892,ICD-7 (1958-1967),Abnormal urinary constituents of unspecified cause - Pyuria and bacteriuria,genitourinary,Diseases of the Genitourinary System,medium
7893,ICD-7 (1958-1967),Abnormal urinary constituents of unspecified cause - Chyluria,genitourinary,Diseases of the Genitourinary System,high
7894,ICD-7 (1958-1967),Abnormal urinary constituents of unspecified cause - Haematuria,genitourinary,Diseases of the Genitourinary System,medium
7895,ICD-7 (1958-1967),Abnormal urinary constituents of unspecified cause - Haemoglobinuria,genitourinary,Diseases of the Genitourinary System,medium
7896,ICD-7 (1958-1967),Abnormal urinary constituents of unspecified cause - Glycosuria,genitourinary,Diseases of the Genitourinary System,medium
7897,ICD-7 (1958-1967),Abnormal urinary constituents of unspecified cause - Acetonuria,genitourinary,Diseases of the Genitourinary System,medium
7898,ICD-7 (1958-1967),Abnormal urinary constituents of unspecified cause - Other,genitourinary,Diseases of the Genitourinary System,medium
7900,ICD-7 (1958-1967),Nervousness and debility - Nervousness,nervous_system,Diseases of the Nervous System,medium
7901,ICD-7 (1958-1967),Nervousness and debility - Debility and undue fatigue,nervous_system,Diseases of the Nervous System,medium
7902,ICD-7 (1958-1967),Nervousness and debility - Depression,mental_behavioral,Mental and Behavioral Disorders,medium
7910,ICD-7 (1958-1967),Headache - Headache,nervous_system,Diseases of the Nervous System,medium
7920,ICD-7 (1958-1967),Uraemia - Uraemia,other,Other and Unclassified,low
7930,ICD-7 (1958-1967),"Observation, without need for further medical care - Mental",mental_behavioral,Mental and Behavioral Disorders,medium
7931,ICD-7 (1958-1967),"Observation, without need for further medical care - Suspected malignant neoplasm",neoplasms,Neoplasms (Cancers and Tumors),high
7932,ICD-7 (1958-1967),"Observation, without need for further medical care - Other specified",other,Other and Unclassified,low
7933,ICD-7 (1958-1967),"Observation, without need for further medical care - Unspecified",ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7940,ICD-7 (1958-1967),Senility without mention of psychosis - Senility without mention of psychosis,mental_behavioral,Mental and Behavioral Disorders,medium
7950,ICD-7 (1958-1967),Ill-defined and unknown causes of morbidity and mortality - Other ill-defined conditions,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",high
7951,ICD-7 (1958-1967),Ill-defined and unknown causes of morbidity and mortality - Malingering,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",high
7952,ICD-7 (1958-1967),Ill-defined and unknown causes of morbidity and mortality - Sudden death (cause unknown),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",high
7953,ICD-7 (1958-1967),Ill-defined and unknown causes of morbidity and mortality - Found dead (cause unknown),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",high
7954,ICD-7 (1958-1967),Ill-defined and unknown causes of morbidity and mortality - Died without sign of disease,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",high
7955,ICD-7 (1958-1967),Ill-defined and unknown causes of morbidity and mortality - Other unknown and unspecified causes,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",high
8000,ICD-7 (1958-1967),Railway accident involving railroad employee - Railway accident involving railroad employee,injury_poisoning,"Injury, Poisoning and External Causes",medium
8010,ICD-7 (1958-1967),Railway accident involving passenger - Railway accident involving passenger,injury_poisoning,"Injury, Poisoning and External Causes",medium
8020,ICD-7 (1958-1967),Railway accident involving other and unspecified person - Railway accident involving other and unspecified person,injury_poisoning,"Injury, Poisoning and External Causes",medium
8100,ICD-7 (1958-1967),"Motor vehicle traffic accident involving collision with railway train - Accident involving goods transport vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",high
8101,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with railway train - Accident involving goods transport vehicle and passenger motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",high
8102,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with railway train - Accident involving goods transport vehicle and motor bus,injury_poisoning,"Injury, Poisoning and External Causes",high
8103,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with railway train - Accident involving goods transport vehicle and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",high
8104,ICD-7 (1958-1967),"Motor vehicle traffic accident involving collision with railway train - Accident involving passenger motor vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",high
8105,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with railway train - Accident involving passenger motor vehicle and motor bus,injury_poisoning,"Injury, Poisoning and External Causes",high
8106,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with railway train - Accident involving passenger motor vehicle and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",high
8107,ICD-7 (1958-1967),"Motor vehicle traffic accident involving collision with railway train - Accident involving motor bus(es), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",high
8108,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with railway train - Accident involving motor bus and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",high
8109,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with railway train - Accident involving unspecified motor vehicles,injury_poisoning,"Injury, Poisoning and External Causes",high
8110,ICD-7 (1958-1967),"Motor vehicle traffic accident involving collision with street car - Accident involving goods transport vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8111,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with street car - Accident involving goods transport vehicle and passenger motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8112,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with street car - Accident involving goods transport vehicle and motor bus,injury_poisoning,"Injury, Poisoning and External Causes",medium
8113,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with street car - Accident involving goods transport vehicle and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8114,ICD-7 (1958-1967),"Motor vehicle traffic accident involving collision with street car - Accident involving passenger motor vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8115,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with street car - Accident involving passenger motor vehicle and motor bus,injury_poisoning,"Injury, Poisoning and External Causes",medium
8116,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with street car - Accident involving passenger motor vehicle and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8117,ICD-7 (1958-1967),"Motor vehicle traffic accident involving collision with street car - Accident involving motor bus(es), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8118,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with street car - Accident involving motor bus and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8119,ICD-7 (1958-1967),Motor vehicle traffic accident involving collision with street car - Accident involving unspecified motor vehicles,injury_poisoning,"Injury, Poisoning and External Causes",medium
8120,ICD-7 (1958-1967),"Motor vehicle traffic accident to pedestrian - Accident involving goods transport vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8121,ICD-7 (1958-1967),Motor vehicle traffic accident to pedestrian - Accident involving goods transport vehicle and passenger motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8122,ICD-7 (1958-1967),Motor vehicle traffic accident to pedestrian - Accident involving goods transport vehicle and motor bus,injury_poisoning,"Injury, Poisoning and External Causes",medium
8123,ICD-7 (1958-1967),Motor vehicle traffic accident to pedestrian - Accident involving goods transport vehicle and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8124,ICD-7 (1958-1967),"Motor vehicle traffic accident to pedestrian - Accident involving passenger motor vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8125,ICD-7 (1958-1967),Motor vehicle traffic accident to pedestrian - Accident involving passenger motor vehicle and motor bus,injury_poisoning,"Injury, Poisoning and External Causes",medium
8126,ICD-7 (1958-1967),Motor vehicle traffic accident to pedestrian - Accident involving passenger motor vehicle and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8127,ICD-7 (1958-1967),"Motor vehicle traffic accident to pedestrian - Accident involving motor bus(es), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8128,ICD-7 (1958-1967),Motor vehicle traffic accident to pedestrian - Accident involving motor bus and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8129,ICD-7 (1958-1967),Motor vehicle traffic accident to pedestrian - Accident involving unspecified motor vehicles,injury_poisoning,"Injury, Poisoning and External Causes",medium
8130,ICD-7 (1958-1967),"Motor vehicle traffic accident to pedal cyclist - Accident involving goods transport vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8131,ICD-7 (1958-1967),Motor vehicle traffic accident to pedal cyclist - Accident involving goods transport vehicle and passenger motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8132,ICD-7 (1958-1967),Motor vehicle traffic accident to pedal cyclist - Accident involving goods transport vehicle and motor bus,injury_poisoning,"Injury, Poisoning and External Causes",medium
8133,ICD-7 (1958-1967),Motor vehicle traffic accident to pedal cyclist - Accident involving goods transport vehicle and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8134,ICD-7 (1958-1967),"Motor vehicle traffic accident to pedal cyclist - Accident involving passenger motor vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8135,ICD-7 (1958-1967),Motor vehicle traffic accident to pedal cyclist - Accident involving passenger motor vehicle and motor bus,injury_poisoning,"Injury, Poisoning and External Causes",medium
8136,ICD-7 (1958-1967),Motor vehicle traffic accident to pedal cyclist - Accident involving passenger motor vehicle and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8137,ICD-7 (1958-1967),"Motor vehicle traffic accident to pedal cyclist - Accident involving motor bus(es), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8138,ICD-7 (1958-1967),Motor vehicle traffic accident to pedal cyclist - Accident involving motor bus and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8139,ICD-7 (1958-1967),Motor vehicle traffic accident to pedal cyclist - Accident involving unspecified motor vehicles,injury_poisoning,"Injury, Poisoning and External Causes",medium
8140,ICD-7 (1958-1967),"Motor vehicle traffic accident to rider or passenger of motorcycle, in collision with non-motor vehicle or object - Accident involving goods transport vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8141,ICD-7 (1958-1967),"Motor vehicle traffic accident to rider or passenger of motorcycle, in collision with non-motor vehicle or object - Accident involving goods transport vehicle and passenger motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8142,ICD-7 (1958-1967),"Motor vehicle traffic accident to rider or passenger of motorcycle, in collision with non-motor vehicle or object - Accident involving goods transport vehicle and motor bus",injury_poisoning,"Injury, Poisoning and External Causes",medium
8143,ICD-7 (1958-1967),"Motor vehicle traffic accident to rider or passenger of motorcycle, in collision with non-motor vehicle or object - Accident involving goods transport vehicle and unspecified motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8144,ICD-7 (1958-1967),"Motor vehicle traffic accident to rider or passenger of motorcycle, in collision with non-motor vehicle or object - Accident involving passenger motor vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8145,ICD-7 (1958-1967),"Motor vehicle traffic accident to rider or passenger of motorcycle, in collision with non-motor vehicle or object - Accident involving passenger motor vehicle and motor bus",injury_poisoning,"Injury, Poisoning and External Causes",medium
8146,ICD-7 (1958-1967),"Motor vehicle traffic accident to rider or passenger of motorcycle, in collision with non-motor vehicle or object - Accident involving passenger motor vehicle and unspecified motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8147,ICD-7 (1958-1967),"Motor vehicle traffic accident to rider or passenger of motorcycle, in collision with non-motor vehicle or object - Accident involving motor bus(es), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8148,ICD-7 (1958-1967),"Motor vehicle traffic accident to rider or passenger of motorcycle, in collision with non-motor vehicle or object - Accident involving motor bus and unspecified motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8149,ICD-7 (1958-1967),"Motor vehicle traffic accident to rider or passenger of motorcycle, in collision with non-motor vehicle or object - Accident involving unspecified motor vehicles",injury_poisoning,"Injury, Poisoning and External Causes",medium
8150,ICD-7 (1958-1967),"Motor vehicle traffic accident to rider or passenger of motorcycle in collison with other motor vehicle - Accident involving goods transport vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8151,ICD-7 (1958-1967),Motor vehicle traffic accident to rider or passenger of motorcycle in collison with other motor vehicle - Accident involving goods transport vehicle and passenger motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8152,ICD-7 (1958-1967),Motor vehicle traffic accident to rider or passenger of motorcycle in collison with other motor vehicle - Accident involving goods transport vehicle and motor bus,injury_poisoning,"Injury, Poisoning and External Causes",medium
8153,ICD-7 (1958-1967),Motor vehicle traffic accident to rider or passenger of motorcycle in collison with other motor vehicle - Accident involving goods transport vehicle and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8154,ICD-7 (1958-1967),"Motor vehicle traffic accident to rider or passenger of motorcycle in collison with other motor vehicle - Accident involving passenger motor vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8155,ICD-7 (1958-1967),Motor vehicle traffic accident to rider or passenger of motorcycle in collison with other motor vehicle - Accident involving passenger motor vehicle and motor bus,injury_poisoning,"Injury, Poisoning and External Causes",medium
8156,ICD-7 (1958-1967),Motor vehicle traffic accident to rider or passenger of motorcycle in collison with other motor vehicle - Accident involving passenger motor vehicle and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8157,ICD-7 (1958-1967),"Motor vehicle traffic accident to rider or passenger of motorcycle in collison with other motor vehicle - Accident involving motor bus(es), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8158,ICD-7 (1958-1967),Motor vehicle traffic accident to rider or passenger of motorcycle in collison with other motor vehicle - Accident involving motor bus and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8159,ICD-7 (1958-1967),Motor vehicle traffic accident to rider or passenger of motorcycle in collison with other motor vehicle - Accident involving unspecified motor vehicles,injury_poisoning,"Injury, Poisoning and External Causes",medium
8160,ICD-7 (1958-1967),"Other motor vehicle traffic accident involving two or more motor vehicles - Accident involving goods transport vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8161,ICD-7 (1958-1967),Other motor vehicle traffic accident involving two or more motor vehicles - Accident involving goods transport vehicle and passenger motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8162,ICD-7 (1958-1967),Other motor vehicle traffic accident involving two or more motor vehicles - Accident involving goods transport vehicle and motor bus,injury_poisoning,"Injury, Poisoning and External Causes",medium
8163,ICD-7 (1958-1967),Other motor vehicle traffic accident involving two or more motor vehicles - Accident involving goods transport vehicle and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8164,ICD-7 (1958-1967),"Other motor vehicle traffic accident involving two or more motor vehicles - Accident involving passenger motor vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8165,ICD-7 (1958-1967),Other motor vehicle traffic accident involving two or more motor vehicles - Accident involving passenger motor vehicle and motor bus,injury_poisoning,"Injury, Poisoning and External Causes",medium
8166,ICD-7 (1958-1967),Other motor vehicle traffic accident involving two or more motor vehicles - Accident involving passenger motor vehicle and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8167,ICD-7 (1958-1967),"Other motor vehicle traffic accident involving two or more motor vehicles - Accident involving motor bus(es), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8168,ICD-7 (1958-1967),Other motor vehicle traffic accident involving two or more motor vehicles - Accident involving motor bus and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8169,ICD-7 (1958-1967),Other motor vehicle traffic accident involving two or more motor vehicles - Accident involving unspecified motor vehicles,injury_poisoning,"Injury, Poisoning and External Causes",medium
8170,ICD-7 (1958-1967),"Motor vehicle traffic accident to occupant of motor vehicle in collision with pedestrian or pedal cycle - Accident involving goods transport vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8171,ICD-7 (1958-1967),Motor vehicle traffic accident to occupant of motor vehicle in collision with pedestrian or pedal cycle - Accident involving goods transport vehicle and passenger motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8172,ICD-7 (1958-1967),Motor vehicle traffic accident to occupant of motor vehicle in collision with pedestrian or pedal cycle - Accident involving goods transport vehicle and motor bus,injury_poisoning,"Injury, Poisoning and External Causes",medium
8173,ICD-7 (1958-1967),Motor vehicle traffic accident to occupant of motor vehicle in collision with pedestrian or pedal cycle - Accident involving goods transport vehicle and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
8174,ICD-7 (1958-1967),"Motor vehicle traffic accident to occupant of motor vehicle in collision with pedestrian or pedal cycle - Accident involving passenger motor vehicle(s), but no other motor vehicle",injury_poisoning,"Injury, Poisoning and External Causes",medium
8175,ICD-7 (1958-1967),Motor vehicle traffic accident to occupant of motor vehicle in collision with pedestrian or pedal cycle - Accident involving passenger motor vehicle and motor bus,injury_poisoning,"Injury, Poisoning and External Causes",medium
8176,ICD-7 (1958-1967),Motor vehicle traffic accident to occupant of motor vehicle in collision with pedestrian or pedal cycle - Accident involving passenger motor vehicle and unspecified motor vehicle,injury_poisoning,"Injury, Poisoning and External Causes",medium
