year,sex,age_group,deaths,population_age_group,mortality_rate_per_100k_age_group_population,mortality_rate_per_100k,denominator_label
1926,Male,85+,20710,108000,19175.925925925927,19175.925925925927,age group population
1927,Female,0-4,30620,1622000,1887.7928483353883,1887.7928483353883,age group population
1927,Male,0-4,39296,1659000,2368.6558167570824,2368.6558167570824,age group population
1927,Female,5-14,6258,3339000,187.42138364779873,187.42138364779873,age group population
1927,Male,5-14,6794,3386000,200.64973419964562,200.64973419964562,age group population
1927,Female,15-24,9495,3537000,268.4478371501272,268.4478371501272,age group population
1927,Male,15-24,10125,3448000,293.64849187935033,293.64849187935033,age group population
1927,Female,25-34,11200,3258000,343.76918354818906,343.76918354818906,age group population
1927,Male,25-34,10468,2787000,375.6010046645138,375.6010046645138,age group population
1927,Female,35-44,14150,2894000,488.9426399447132,488.9426399447132,age group population
1927,Male,35-44,16228,2482000,653.8275584206285,653.8275584206285,age group population
1927,Female,45-54,22218,2531000,877.8348478862109,877.8348478862109,age group population
1927,Male,45-54,27100,2284000,1186.5148861646235,1186.5148861646235,age group population
1927,Female,55-64,32924,1776000,1853.8288288288288,1853.8288288288288,age group population
1927,Male,55-64,39995,1608000,2487.2512437810947,2487.2512437810947,age group population
1927,Female,65-74,48731,1061000,4592.931196983977,4592.931196983977,age group population
1927,Male,65-74,51430,858000,5994.172494172494,5994.172494172494,age group population
1927,Female,75-84,26746,271000,9869.372693726937,9869.372693726937,age group population
1927,Male,75-84,22507,181000,12434.806629834255,12434.806629834255,age group population
1927,Female,85+,35661,195000,18287.69230769231,18287.69230769231,age group population
1927,Male,85+,22663,109000,20791.743119266055,20791.743119266055,age group population
1928,Female,0-4,27400,1581000,1733.0803289057558,1733.0803289057558,age group population
1928,Male,0-4,35382,1615000,2190.8359133126937,2190.8359133126937,age group population
1928,Female,5-14,6304,3313000,190.28071234530637,190.28071234530637,age group population
1928,Male,5-14,6976,3367000,207.1874071874072,207.1874071874072,age group population
1928,Female,15-24,9441,3538000,266.8456755228943,266.8456755228943,age group population
1928,Male,15-24,10045,3447000,291.41282274441545,291.41282274441545,age group population
1928,Female,25-34,10679,3280000,325.5792682926829,325.5792682926829,age group population
1928,Male,25-34,10333,2852000,362.3071528751753,362.3071528751753,age group population
1928,Female,35-44,13373,2902000,460.82012405237765,460.82012405237765,age group population
1928,Male,35-44,14783,2484000,595.1288244766506,595.1288244766506,age group population
1928,Female,45-54,21031,2563000,820.5618415918846,820.5618415918846,age group population
1928,Male,45-54,25711,2294000,1120.7933740191804,1120.7933740191804,age group population
1928,Female,55-64,31703,1828000,1734.2997811816192,1734.2997811816192,age group population
1928,Male,55-64,38999,1649000,2365.009096422074,2365.009096422074,age group population
1928,Female,65-74,46892,1098000,4270.673952641166,4270.673952641166,age group population
1928,Male,65-74,50060,885000,5656.497175141243,5656.497175141243,age group population
1928,Female,75-84,24644,282000,8739.007092198583,8739.007092198583,age group population
1928,Male,75-84,21852,191000,11440.837696335078,11440.837696335078,age group population
1928,Female,85+,33380,201000,16606.965174129353,16606.965174129353,age group population
1928,Male,85+,21401,113000,18938.938053097347,18938.938053097347,age group population
1929,Female,0-4,33193,1539000,2156.79012345679,2156.79012345679,age group population
1929,Male,0-4,41304,1575000,2622.4761904761904,2622.4761904761904,age group population
1929,Female,5-14,6635,3276000,202.53357753357753,202.53357753357753,age group population
1929,Male,5-14,7392,3335000,221.64917541229386,221.64917541229386,age group population
1929,Female,15-24,9965,3545000,281.10014104372357,281.10014104372357,age group population
1929,Male,15-24,10657,3456000,308.36226851851853,308.36226851851853,age group population
1929,Female,25-34,11424,3302000,345.97213809812234,345.97213809812234,age group population
1929,Male,25-34,11271,2919000,386.1253854059609,386.1253854059609,age group population
1929,Female,35-44,14399,2923000,492.6103318508381,492.6103318508381,age group population
1929,Male,35-44,16694,2494000,669.3664795509222,669.3664795509222,age group population
1929,Female,45-54,23376,2582000,905.3446940356314,905.3446940356314,age group population
1929,Male,45-54,29478,2288000,1288.3741258741259,1288.3741258741259,age group population
1929,Female,55-64,36662,1871000,1959.4869053981827,1959.4869053981827,age group population
1929,Male,55-64,44410,1688000,2630.9241706161138,2630.9241706161138,age group population
1929,Female,65-74,55986,1122000,4989.8395721925135,4989.8395721925135,age group population
1929,Male,65-74,57929,904000,6408.075221238937,6408.075221238937,age group population
1929,Female,75-84,30567,278000,10995.323741007194,10995.323741007194,age group population
1929,Male,75-84,25901,189000,13704.232804232804,13704.232804232804,age group population
1929,Female,85+,40382,201000,20090.54726368159,20090.54726368159,age group population
1929,Male,85+,24867,113000,22006.19469026549,22006.19469026549,age group population
1930,Female,0-4,24142,1511000,1597.749834546658,1597.749834546658,age group population
1930,Male,0-4,31522,1545000,2040.2588996763754,2040.2588996763754,age group population
1930,Female,5-14,6028,3241000,185.99197778463437,185.99197778463437,age group population
1930,Male,5-14,6643,3310000,200.69486404833836,200.69486404833836,age group population
1930,Female,15-24,9011,3532000,255.12457531143826,255.12457531143826,age group population
1930,Male,15-24,10010,3446000,290.4817179338363,290.4817179338363,age group population
1930,Female,25-34,10674,3325000,321.02255639097746,321.02255639097746,age group population
1930,Male,25-34,10555,3001000,351.71609463512164,351.71609463512164,age group population
1930,Female,35-44,12778,2939000,434.773732562096,434.773732562096,age group population
1930,Male,35-44,14172,2504000,565.9744408945687,565.9744408945687,age group population
1930,Female,45-54,20609,2610000,789.616858237548,789.616858237548,age group population
1930,Male,45-54,25660,2297000,1117.1092729647366,1117.1092729647366,age group population
1930,Female,55-64,32281,1913000,1687.4542603240984,1687.4542603240984,age group population
1930,Male,55-64,40248,1719000,2341.3612565445023,2341.3612565445023,age group population
1930,Female,65-74,47369,1163000,4073.0008598452278,4073.0008598452278,age group population
1930,Male,65-74,51825,940000,5513.297872340425,5513.297872340425,age group population
1930,Female,75-84,25203,293000,8601.706484641638,8601.706484641638,age group population
1930,Male,75-84,22049,199000,11079.899497487437,11079.899497487437,age group population
1930,Female,85+,33322,202000,16496.0396039604,16496.0396039604,age group population
1930,Male,85+,21326,111000,19212.61261261261,19212.61261261261,age group population
1931,Female,0-4,25940,1489100,1741.9918071318245,1741.9918071318245,age group population
1931,Male,0-4,34037,1522700,2235.3057069678857,2235.3057069678857,age group population
1931,Female,5-14,5606,3234100,173.34034198076745,173.34034198076745,age group population
1931,Male,5-14,6207,3299700,188.10800981907445,188.10800981907445,age group population
1931,Female,15-24,9283,3499500,265.2664666380912,265.2664666380912,age group population
1931,Male,15-24,10065,3403900,295.6902376685566,295.6902376685566,age group population
1931,Female,25-34,10952,3353700,326.56468974565405,326.56468974565405,age group population
1931,Male,25-34,10677,3089100,345.6346508691852,345.6346508691852,age group population
1931,Female,35-44,13344,2959200,450.9326845093268,450.9326845093268,age group population
1931,Male,35-44,14485,2513000,576.4027059291683,576.4027059291683,age group population
1931,Female,45-54,21718,2625900,827.0688145016946,827.0688145016946,age group population
1931,Male,45-54,26439,2287800,1155.6517178075007,1155.6517178075007,age group population
1931,Female,55-64,34767,1972100,1762.9430556259824,1762.9430556259824,age group population
1931,Male,55-64,42274,1766300,2393.364660589934,2393.364660589934,age group population
1931,Female,65-74,52624,1184500,4442.718446601942,4442.718446601942,age group population
1931,Male,65-74,56107,955300,5873.233539202344,5873.233539202344,age group population
1931,Female,75-84,28690,299400,9582.498329993321,9582.498329993321,age group population
1931,Male,75-84,24709,205900,12000.48567265663,12000.48567265663,age group population
1931,Female,85+,38989,210500,18522.09026128266,18522.09026128266,age group population
1931,Male,85+,24717,116300,21252.794496990544,21252.794496990544,age group population
1932,Female,0-4,24744,1470300,1682.921852683126,1682.921852683126,age group population
1932,Male,0-4,31731,1507800,2104.4568245125347,2104.4568245125347,age group population
1932,Female,5-14,5257,3234600,162.52395968589624,162.52395968589624,age group population
1932,Male,5-14,5987,3298800,181.49023887474235,181.49023887474235,age group population
1932,Female,15-24,8732,3440000,253.8372093023256,253.8372093023256,age group population
1932,Male,15-24,9728,3360100,289.51519300020834,289.51519300020834,age group population
1932,Female,25-34,10521,3393200,310.0612990687257,310.0612990687257,age group population
1932,Male,25-34,10567,3175600,332.756014611412,332.756014611412,age group population
1932,Female,35-44,12943,2980200,434.2997114287632,434.2997114287632,age group population
1932,Male,35-44,13466,2528300,532.610845231974,532.610845231974,age group population
1932,Female,45-54,21243,2648400,802.1069324875397,802.1069324875397,age group population
1932,Male,45-54,24871,2296700,1082.9015544041451,1082.9015544041451,age group population
1932,Female,55-64,34347,2013900,1705.4967972590496,1705.4967972590496,age group population
1932,Male,55-64,42220,1800900,2344.3833638736187,2344.3833638736187,age group population
1932,Female,65-74,52538,1215600,4321.980914774596,4321.980914774596,age group population
1932,Male,65-74,56799,981300,5788.138184041577,5788.138184041577,age group population
1932,Female,75-84,28654,308900,9276.141146001943,9276.141146001943,age group population
1932,Male,75-84,25422,211300,12031.23521060104,12031.23521060104,age group population
1932,Female,85+,39435,215900,18265.400648448354,18265.400648448354,age group population
1932,Male,85+,24924,119200,20909.395973154362,20909.395973154362,age group population
1933,Female,0-4,22920,1447000,1583.9668279198343,1583.9668279198343,age group population
1933,Male,0-4,29547,1486600,1987.5554957621416,1987.5554957621416,age group population
1933,Female,5-14,5638,3259700,172.96070190508328,172.96070190508328,age group population
1933,Male,5-14,6171,3323800,185.66099043263736,185.66099043263736,age group population
1933,Female,15-24,8710,3343000,260.5444211785821,260.5444211785821,age group population
1933,Male,15-24,9582,3271300,292.9110751077553,292.9110751077553,age group population
1933,Female,25-34,10983,3432900,319.9335838503889,319.9335838503889,age group population
1933,Male,25-34,11345,3251100,348.95881393989725,348.95881393989725,age group population
1933,Female,35-44,13958,3001600,465.0186567164179,465.0186567164179,age group population
1933,Male,35-44,14583,2541900,573.7047090758881,573.7047090758881,age group population
1933,Female,45-54,22274,2666400,835.3585358535854,835.3585358535854,age group population
1933,Male,45-54,26874,2302300,1167.267515093602,1167.267515093602,age group population
1933,Female,55-64,35715,2056500,1736.688548504741,1736.688548504741,age group population
1933,Male,55-64,43547,1833000,2375.722858701582,2375.722858701582,age group population
1933,Female,65-74,54619,1247200,4379.329698524695,4379.329698524695,age group population
1933,Male,65-74,57068,1008400,5659.262197540658,5659.262197540658,age group population
1933,Female,75-84,29784,318200,9360.15084852294,9360.15084852294,age group population
1933,Male,75-84,25988,216100,12025.913928736696,12025.913928736696,age group population
1933,Female,85+,41239,220500,18702.49433106576,18702.49433106576,age group population
1933,Male,85+,25920,122000,21245.90163934426,21245.90163934426,age group population
1934,Female,0-4,22120,1415400,1562.809099901088,1562.809099901088,age group population
1934,Male,0-4,28175,1456500,1934.4318571918984,1934.4318571918984,age group population
1934,Female,5-14,6083,3284800,185.18631271310278,185.18631271310278,age group population
1934,Male,5-14,6438,3344900,192.47212173757063,192.47212173757063,age group population
1934,Female,15-24,7886,3245800,242.9601330950767,242.9601330950767,age group population
1934,Male,15-24,8784,3181500,276.0961810466761,276.0961810466761,age group population
1934,Female,25-34,10459,3465300,301.82091016650793,301.82091016650793,age group population
1934,Male,25-34,10631,3309000,321.2753097612572,321.2753097612572,age group population
1934,Female,35-44,12493,3024300,413.0873259927917,413.0873259927917,age group population
1934,Male,35-44,13249,2565200,516.4899423046936,516.4899423046936,age group population
1934,Female,45-54,20623,2682200,768.8837521437626,768.8837521437626,age group population
1934,Male,45-54,25277,2307000,1095.6653662765495,1095.6653662765495,age group population
1934,Female,55-64,34616,2098400,1649.6378192908883,1649.6378192908883,age group population
1934,Male,55-64,43530,1860500,2339.693630744424,2339.693630744424,age group population
1934,Female,65-74,53453,1280400,4174.711027803811,4174.711027803811,age group population
1934,Male,65-74,57479,1036900,5543.350371299065,5543.350371299065,age group population
1934,Female,75-84,28520,328700,8676.604806814725,8676.604806814725,age group population
1934,Male,75-84,25301,223600,11315.295169946332,11315.295169946332,age group population
1934,Female,85+,37702,229700,16413.582934262082,16413.582934262082,age group population
1934,Male,85+,24256,126900,19114.263199369583,19114.263199369583,age group population
1935,Female,0-4,19852,1393500,1424.6142805884463,1424.6142805884463,age group population
1935,Male,0-4,25749,1439000,1789.3676164002782,1789.3676164002782,age group population
1935,Female,5-14,5068,3174500,159.64718853362734,159.64718853362734,age group population
1935,Male,5-14,5548,3228200,171.86047952419307,171.86047952419307,age group population
1935,Female,15-24,7563,3292900,229.6759695101582,229.6759695101582,age group population
1935,Male,15-24,8185,3240200,252.60786371211654,252.60786371211654,age group population
1935,Female,25-34,10041,3490000,287.7077363896848,287.7077363896848,age group population
1935,Male,25-34,10378,3345600,310.19846963175513,310.19846963175513,age group population
1935,Female,35-44,12316,3052600,403.4593461311669,403.4593461311669,age group population
1935,Male,35-44,13119,2611900,502.278035146828,502.278035146828,age group population
1935,Female,45-54,20211,2701400,748.1676167912934,748.1676167912934,age group population
1935,Male,45-54,24915,2315700,1075.9165695038216,1075.9165695038216,age group population
1935,Female,55-64,35086,2143600,1636.7792498600486,1636.7792498600486,age group population
1935,Male,55-64,43934,1887700,2327.3825290035493,2327.3825290035493,age group population
1935,Female,65-74,54196,1316700,4116.0476949950635,4116.0476949950635,age group population
1935,Male,65-74,59026,1068600,5523.675837544451,5523.675837544451,age group population
1935,Female,75-84,29658,339500,8735.787923416789,8735.787923416789,age group population
1935,Male,75-84,26503,230800,11483.102253032928,11483.102253032928,age group population
1935,Female,85+,39952,240300,16625.88431127757,16625.88431127757,age group population
1935,Male,85+,26101,132300,19728.6470143613,19728.6470143613,age group population
1936,Female,0-4,20535,1374600,1493.8891313836752,1493.8891313836752,age group population
1936,Male,0-4,27144,1423500,1906.8493150684933,1906.8493150684933,age group population
1936,Female,5-14,4562,3092100,147.53727240386792,147.53727240386792,age group population
1936,Male,5-14,5286,3145300,168.06028041840207,168.06028041840207,age group population
1936,Female,15-24,7289,3322600,219.37639198218264,219.37639198218264,age group population
1936,Male,15-24,8094,3276200,247.0545143764117,247.0545143764117,age group population
1936,Female,25-34,9516,3511300,271.01073676416144,271.01073676416144,age group population
1936,Male,25-34,9874,3358900,293.9652862544285,293.9652862544285,age group population
1936,Female,35-44,12161,3088900,393.700022661789,393.700022661789,age group population
1936,Male,35-44,13113,2672900,490.59074413558307,490.59074413558307,age group population
1936,Female,45-54,20685,2721300,760.1146510858781,760.1146510858781,age group population
1936,Male,45-54,25252,2330300,1083.6372999184655,1083.6372999184655,age group population
1936,Female,55-64,36131,2185200,1653.4413326011347,1653.4413326011347,age group population
1936,Male,55-64,46351,1914600,2420.9234304815627,2420.9234304815627,age group population
1936,Female,65-74,57121,1353700,4219.620299918742,4219.620299918742,age group population
1936,Male,65-74,61849,1098400,5630.826656955572,5630.826656955572,age group population
1936,Female,75-84,31558,350600,9001.140901312037,9001.140901312037,age group population
1936,Male,75-84,28359,236100,12011.43583227446,12011.43583227446,age group population
1936,Female,85+,42887,247700,17314.089624545824,17314.089624545824,age group population
1936,Male,85+,27997,135400,20677.252584933532,20677.252584933532,age group population
1937,Female,0-4,20114,1369100,1469.1403111533123,1469.1403111533123,age group population
1937,Male,0-4,26372,1420400,1856.6600957476767,1856.6600957476767,age group population
1937,Female,5-14,4308,3020400,142.6301152165276,142.6301152165276,age group population
1937,Male,5-14,4893,3073500,159.19960956564177,159.19960956564177,age group population
1937,Female,15-24,7246,3332700,217.4213100489093,217.4213100489093,age group population
1937,Male,15-24,8135,3307700,245.9412885086314,245.9412885086314,age group population
1937,Female,25-34,9733,3517400,276.7100699380224,276.7100699380224,age group population
1937,Male,25-34,10214,3378300,302.34141432081225,302.34141432081225,age group population
1937,Female,35-44,12428,3120600,398.2567454976607,398.2567454976607,age group population
1937,Male,35-44,13789,2742200,502.84443147837504,502.84443147837504,age group population
1937,Female,45-54,20992,2738700,766.4950523971227,766.4950523971227,age group population
1937,Male,45-54,25919,2342600,1106.4202168530692,1106.4202168530692,age group population
1937,Female,55-64,37469,2222400,1685.9701223902089,1685.9701223902089,age group population
1937,Male,55-64,48199,1932600,2493.9977232743454,2493.9977232743454,age group population
1937,Female,65-74,59035,1389800,4247.733486832637,4247.733486832637,age group population
1937,Male,65-74,64310,1127200,5705.287437899219,5705.287437899219,age group population
1937,Female,75-84,32730,360500,9079.056865464632,9079.056865464632,age group population
1937,Male,75-84,29082,242700,11982.694684796044,11982.694684796044,age group population
1937,Female,85+,45462,254400,17870.283018867925,17870.283018867925,age group population
1937,Male,85+,29144,137800,21149.492017416545,21149.492017416545,age group population
1938,Female,0-4,18459,1380500,1337.124230351322,1337.124230351322,age group population
1938,Male,0-4,24480,1433700,1707.4701820464531,1707.4701820464531,age group population
1938,Female,5-14,4246,2962700,143.31521922570627,143.31521922570627,age group population
1938,Male,5-14,4801,3011000,159.44868814347393,159.44868814347393,age group population
1938,Female,15-24,6537,3319300,196.93911366854456,196.93911366854456,age group population
1938,Male,15-24,7758,3302500,234.91294473883423,234.91294473883423,age group population
1938,Female,25-34,8744,3518500,248.5149921841694,248.5149921841694,age group population
1938,Male,25-34,9569,3386500,282.56311826369404,282.56311826369404,age group population
1938,Female,35-44,11316,3155200,358.6460446247464,358.6460446247464,age group population
1938,Male,35-44,12835,2808000,457.08689458689463,457.08689458689463,age group population
1938,Female,45-54,19247,2759700,697.4308801681342,697.4308801681342,age group population
1938,Male,45-54,24047,2352700,1022.102265482212,1022.102265482212,age group population
1938,Female,55-64,35019,2258800,1550.3364618381443,1550.3364618381443,age group population
1938,Male,55-64,44939,1946900,2308.23360213673,2308.23360213673,age group population
1938,Female,65-74,55518,1431100,3879.3934735518133,3879.3934735518133,age group population
1938,Male,65-74,62265,1158700,5373.694657806162,5373.694657806162,age group population
1938,Female,75-84,31165,371300,8393.482359278212,8393.482359278212,age group population
1938,Male,75-84,27994,248900,11247.087183607875,11247.087183607875,age group population
1938,Female,85+,41847,265900,15737.871380218126,15737.871380218126,age group population
1938,Male,85+,28043,143100,19596.785464709992,19596.785464709992,age group population
1939,Female,0-4,16945,1403800,1207.0807807379967,1207.0807807379967,age group population
1939,Male,0-4,22169,1460100,1518.32066296829,1518.32066296829,age group population
1939,Female,5-14,3303,2906000,113.6613902271163,113.6613902271163,age group population
1939,Male,5-14,4010,2956000,135.65629228687413,135.65629228687413,age group population
1939,Female,15-24,6352,3301300,192.409050979917,192.409050979917,age group population
1939,Male,15-24,6980,3154800,221.2501584886522,221.2501584886522,age group population
1939,Female,25-34,8731,3528400,247.44926879038658,247.44926879038658,age group population
1939,Male,25-34,9115,3329400,273.77305220159786,273.77305220159786,age group population
1939,Female,35-44,11227,3200300,350.8108614817361,350.8108614817361,age group population
1939,Male,35-44,12646,2859100,442.3070196915113,442.3070196915113,age group population
1939,Female,45-54,19648,2788000,704.7345767575323,704.7345767575323,age group population
1939,Male,45-54,24485,2367300,1034.3006800996916,1034.3006800996916,age group population
1939,Female,55-64,36148,2297000,1573.704832390074,1573.704832390074,age group population
1939,Male,55-64,47633,1962600,2427.0355650667484,2427.0355650667484,age group population
1939,Female,65-74,59824,1477100,4050.0981653239455,4050.0981653239455,age group population
1939,Male,65-74,66161,1194400,5539.266577361019,5539.266577361019,age group population
1939,Female,75-84,34083,381100,8943.321962739437,8943.321962739437,age group population
1939,Male,75-84,30698,255100,12033.712269698157,12033.712269698157,age group population
1939,Female,85+,47762,275500,17336.479128856623,17336.479128856623,age group population
1939,Male,85+,31048,148700,20879.62340282448,20879.62340282448,age group population
1940,Female,0-4,19252,1412000,1363.456090651558,1363.456090651558,age group population
1940,Male,0-4,25744,1469000,1752.484683458135,1752.484683458135,age group population
1940,Female,5-14,4437,2868000,154.7071129707113,154.7071129707113,age group population
1940,Male,5-14,5231,2923000,178.95997263085872,178.95997263085872,age group population
1940,Female,15-24,8463,3278000,258.1757169005491,258.1757169005491,age group population
1940,Male,15-24,8051,2351000,342.4500212675457,342.4500212675457,age group population
1940,Female,25-34,10393,3535000,294.002828854314,294.002828854314,age group population
1940,Male,25-34,11357,2781000,408.37828119381516,408.37828119381516,age group population
1940,Female,35-44,13407,3242000,413.54102405922265,413.54102405922265,age group population
1940,Male,35-44,16260,2785000,583.8420107719928,583.8420107719928,age group population
1940,Female,45-54,22611,2811000,804.375667022412,804.375667022412,age group population
1940,Male,45-54,29257,2340000,1250.2991452991453,1250.2991452991453,age group population
1940,Female,55-64,41136,2329000,1766.2516101331044,1766.2516101331044,age group population
1940,Male,55-64,55934,1974000,2833.5359675785207,2833.5359675785207,age group population
1940,Female,65-74,67497,1500000,4499.8,4499.8,age group population
1940,Male,65-74,74203,1211000,6127.415359207267,6127.415359207267,age group population
1940,Female,75-84,38147,584000,6532.020547945205,6532.020547945205,age group population
1940,Male,75-84,33802,369000,9160.433604336044,9160.433604336044,age group population
1940,Female,85+,53105,87000,61040.22988505747,61040.22988505747,age group population
1940,Male,85+,34357,40000,85892.5,85892.5,age group population
1941,Female,0-4,20264,1393000,1454.7020818377603,1454.7020818377603,age group population
1941,Male,0-4,26435,1449000,1824.3616287094546,1824.3616287094546,age group population
1941,Female,5-14,4341,2819000,153.99077687123093,153.99077687123093,age group population
1941,Male,5-14,5367,2881000,186.2894828184658,186.2894828184658,age group population
1941,Female,15-24,8103,3191000,253.93293638357883,253.93293638357883,age group population
1941,Male,15-24,7471,2024000,369.1205533596838,369.1205533596838,age group population
1941,Female,25-34,9880,3464000,285.21939953810625,285.21939953810625,age group population
1941,Male,25-34,9844,2120000,464.33962264150944,464.33962264150944,age group population
1941,Female,35-44,12266,3258000,376.48864333947205,376.48864333947205,age group population
1941,Male,35-44,15582,2764000,563.7481910274963,563.7481910274963,age group population
1941,Female,45-54,20490,2824000,725.5665722379604,725.5665722379604,age group population
1941,Male,45-54,26054,2363000,1102.5814642403725,1102.5814642403725,age group population
1941,Female,55-64,36210,2354000,1538.232795242141,1538.232795242141,age group population
1941,Male,55-64,49644,1976000,2512.3481781376518,2512.3481781376518,age group population
1941,Female,65-74,60134,1523000,3948.391332895601,3948.391332895601,age group population
1941,Male,65-74,67797,1228000,5520.9283387622145,5520.9283387622145,age group population
1941,Female,75-84,34065,600000,5677.5,5677.5,age group population
1941,Male,75-84,31015,381000,8140.4199475065625,8140.4199475065625,age group population
1941,Female,85+,48337,89000,54311.23595505618,54311.23595505618,age group population
1941,Male,85+,31135,42000,74130.95238095238,74130.95238095238,age group population
1942,Female,0-4,17184,1400000,1227.4285714285716,1227.4285714285716,age group population
1942,Male,0-4,22846,1460000,1564.7945205479452,1564.7945205479452,age group population
1942,Female,5-14,3102,2801000,110.74616208496964,110.74616208496964,age group population
1942,Male,5-14,4055,2865000,141.53577661431066,141.53577661431066,age group population
1942,Female,15-24,6306,3048000,206.88976377952756,206.88976377952756,age group population
1942,Male,15-24,5442,1892000,287.63213530655395,287.63213530655395,age group population
1942,Female,25-34,8137,3380000,240.7396449704142,240.7396449704142,age group population
1942,Male,25-34,7250,1881000,385.43328017012226,385.43328017012226,age group population
1942,Female,35-44,10606,3294000,321.9793564055859,321.9793564055859,age group population
1942,Male,35-44,12389,2651000,467.33308185590346,467.33308185590346,age group population
1942,Female,45-54,18137,2848000,636.8328651685393,636.8328651685393,age group population
1942,Male,45-54,22637,2364000,957.5719120135363,957.5719120135363,age group population
1942,Female,55-64,33097,2386000,1387.133277451802,1387.133277451802,age group population
1942,Male,55-64,44595,1988000,2243.209255533199,2243.209255533199,age group population
1942,Female,65-74,55329,1565000,3535.3993610223642,3535.3993610223642,age group population
1942,Male,65-74,64373,1258000,5117.090620031797,5117.090620031797,age group population
1942,Female,75-84,56798,624000,9102.24358974359,9102.24358974359,age group population
1942,Male,75-84,48023,398000,12066.08040201005,12066.08040201005,age group population
1942,Female,85+,19872,95000,20917.894736842103,20917.894736842103,age group population
1942,Male,85+,10479,45000,23286.666666666668,23286.666666666668,age group population
1943,Female,0-4,17778,1430000,1243.2167832167831,1243.2167832167831,age group population
1943,Male,0-4,23236,1491000,1558.4171696847754,1558.4171696847754,age group population
1943,Female,5-14,3012,2795000,107.76386404293382,107.76386404293382,age group population
1943,Male,5-14,3870,2867000,134.98430415068015,134.98430415068015,age group population
1943,Female,15-24,6059,2988000,202.77777777777777,202.77777777777777,age group population
1943,Male,15-24,5005,1686000,296.85646500593117,296.85646500593117,age group population
1943,Female,25-34,8016,3278000,244.53935326418548,244.53935326418548,age group population
1943,Male,25-34,6506,1611000,403.84854127870886,403.84854127870886,age group population
1943,Female,35-44,11062,3331000,332.09246472530776,332.09246472530776,age group population
1943,Male,35-44,12238,2570000,476.18677042801556,476.18677042801556,age group population
1943,Female,45-54,18506,2876000,643.4631432545201,643.4631432545201,age group population
1943,Male,45-54,23458,2357000,995.2481968604158,995.2481968604158,age group population
1943,Female,55-64,33679,2416000,1393.9983443708609,1393.9983443708609,age group population
1943,Male,55-64,45482,1991000,2284.379708689101,2284.379708689101,age group population
1943,Female,65-74,58732,1612000,3643.424317617866,3643.424317617866,age group population
1943,Male,65-74,66271,1289000,5141.272304111714,5141.272304111714,age group population
1943,Female,75-84,62654,653000,9594.7932618683,9594.7932618683,age group population
1943,Male,75-84,51613,421000,12259.619952494062,12259.619952494062,age group population
1943,Female,85+,22413,105000,21345.714285714286,21345.714285714286,age group population
1943,Male,85+,11941,51000,23413.725490196077,23413.725490196077,age group population
1944,Female,0-4,17270,1476000,1170.0542005420054,1170.0542005420054,age group population
1944,Male,0-4,22797,1542000,1478.4046692607003,1478.4046692607003,age group population
1944,Female,5-14,2913,2788000,104.48350071736012,104.48350071736012,age group population
1944,Male,5-14,3950,2865000,137.87085514834206,137.87085514834206,age group population
1944,Female,15-24,5932,3019000,196.48890361046705,196.48890361046705,age group population
1944,Male,15-24,4716,1670000,282.3952095808383,282.3952095808383,age group population
1944,Female,25-34,7743,3170000,244.25867507886434,244.25867507886434,age group population
1944,Male,25-34,6062,1414000,428.71287128712873,428.71287128712873,age group population
1944,Female,35-44,10483,3366000,311.437908496732,311.437908496732,age group population
1944,Male,35-44,12020,2531000,474.91110233109447,474.91110233109447,age group population
1944,Female,45-54,17961,2902000,618.9179875947622,618.9179875947622,age group population
1944,Male,45-54,22773,2368000,961.6976351351352,961.6976351351352,age group population
1944,Female,55-64,32704,2438000,1341.4273995077933,1341.4273995077933,age group population
1944,Male,55-64,45211,1993000,2268.4897139989966,2268.4897139989966,age group population
1944,Female,65-74,57041,1649000,3459.1267434808974,3459.1267434808974,age group population
1944,Male,65-74,66254,1309000,5061.420932009168,5061.420932009168,age group population
1944,Female,75-84,60581,675000,8974.962962962962,8974.962962962962,age group population
1944,Male,75-84,51241,440000,11645.681818181818,11645.681818181818,age group population
1944,Female,85+,21528,114000,18884.21052631579,18884.21052631579,age group population
1944,Male,85+,11870,56000,21196.428571428572,21196.428571428572,age group population
1945,Female,0-4,16482,1527000,1079.3713163064833,1079.3713163064833,age group population
1945,Male,0-4,21918,1600000,1369.875,1369.875,age group population
1945,Female,5-14,2491,2772000,89.86291486291486,89.86291486291486,age group population
1945,Male,5-14,3407,2856000,119.29271708683473,119.29271708683473,age group population
1945,Female,15-24,5120,2926000,174.98291182501708,174.98291182501708,age group population
1945,Male,15-24,4305,1623000,265.2495378927911,265.2495378927911,age group population
1945,Female,25-34,6838,3195000,214.02190923317687,214.02190923317687,age group population
1945,Male,25-34,5581,1392000,400.933908045977,400.933908045977,age group population
1945,Female,35-44,9916,3392000,292.3349056603774,292.3349056603774,age group population
1945,Male,35-44,10898,2458000,443.3685923515053,443.3685923515053,age group population
1945,Female,45-54,17348,2930000,592.0819112627987,592.0819112627987,age group population
1945,Male,45-54,22133,2417000,915.7219693835333,915.7219693835333,age group population
1945,Female,55-64,32622,2461000,1325.5587159691183,1325.5587159691183,age group population
1945,Male,55-64,44759,2008000,2229.033864541833,2229.033864541833,age group population
1945,Female,65-74,58604,1692000,3463.5933806146572,3463.5933806146572,age group population
1945,Male,65-74,66932,1328000,5040.060240963856,5040.060240963856,age group population
