year,cause,cause_description,sex,age,deaths
1901,700.0,"Cancer, malignant disease (n.o.d.)",Male,T65-74,1546
1901,700.0,"Cancer, malignant disease (n.o.d.)",Male,T75-84,549
1901,710.0,Rickets,Female,01-04,338
1901,710.0,Rickets,Female,05-09,9
1901,710.0,Rickets,Female,10-14,2
1901,710.0,Rickets,Female,15-19,1
1901,710.0,Rickets,Female,<1,212
1901,710.0,Rickets,Female,T35-44,1
1901,710.0,Rickets,Female,T65-74,1
1901,710.0,Rickets,Male,01-04,445
1901,710.0,Rickets,Male,05-09,11
1901,710.0,Rickets,Male,10-14,3
1901,710.0,Rickets,Male,15-19,2
1901,710.0,Rickets,Male,<1,359
1901,720.0,Purpura,Female,01-04,16
1901,720.0,Purpura,Female,05-09,17
1901,720.0,Purpura,Female,10-14,12
1901,720.0,Purpura,Female,15-19,9
1901,720.0,Purpura,Female,20-24,7
1901,720.0,Purpura,Female,<1,23
1901,720.0,Purpura,Female,T25-34,11
1901,720.0,Purpura,Female,T35-44,12
1901,720.0,Purpura,Female,T45-54,12
1901,720.0,Purpura,Female,T55-64,18
1901,720.0,Purpura,Female,T65-74,12
1901,720.0,Purpura,Female,T75-84,5
1901,720.0,Purpura,Male,01-04,11
1901,720.0,Purpura,Male,05-09,14
1901,720.0,Purpura,Male,10-14,9
1901,720.0,Purpura,Male,15-19,7
1901,720.0,Purpura,Male,20-24,4
1901,720.0,Purpura,Male,85+,4
1901,720.0,Purpura,Male,<1,27
1901,720.0,Purpura,Male,T25-34,10
1901,720.0,Purpura,Male,T35-44,10
1901,720.0,Purpura,Male,T45-54,15
1901,720.0,Purpura,Male,T55-64,18
1901,720.0,Purpura,Male,T65-74,9
1901,720.0,Purpura,Male,T75-84,10
1901,730.0,"Haemophilia, haemorrhagic diathesis",Female,01-04,2
1901,730.0,"Haemophilia, haemorrhagic diathesis",Female,05-09,1
1901,730.0,"Haemophilia, haemorrhagic diathesis",Female,10-14,2
1901,730.0,"Haemophilia, haemorrhagic diathesis",Female,15-19,3
1901,730.0,"Haemophilia, haemorrhagic diathesis",Female,20-24,1
1901,730.0,"Haemophilia, haemorrhagic diathesis",Female,<1,18
1901,730.0,"Haemophilia, haemorrhagic diathesis",Female,T25-34,3
1901,730.0,"Haemophilia, haemorrhagic diathesis",Male,01-04,8
1901,730.0,"Haemophilia, haemorrhagic diathesis",Male,05-09,5
1901,730.0,"Haemophilia, haemorrhagic diathesis",Male,10-14,6
1901,730.0,"Haemophilia, haemorrhagic diathesis",Male,15-19,3
1901,730.0,"Haemophilia, haemorrhagic diathesis",Male,20-24,3
1901,730.0,"Haemophilia, haemorrhagic diathesis",Male,<1,16
1901,730.0,"Haemophilia, haemorrhagic diathesis",Male,T25-34,3
1901,730.0,"Haemophilia, haemorrhagic diathesis",Male,T35-44,2
1901,730.0,"Haemophilia, haemorrhagic diathesis",Male,T45-54,3
1901,740.0,"Anaemia, leucocythaemia",Female,01-04,52
1901,740.0,"Anaemia, leucocythaemia",Female,05-09,10
1901,740.0,"Anaemia, leucocythaemia",Female,10-14,23
1901,740.0,"Anaemia, leucocythaemia",Female,15-19,80
1901,740.0,"Anaemia, leucocythaemia",Female,20-24,81
1901,740.0,"Anaemia, leucocythaemia",Female,<1,44
1901,740.0,"Anaemia, leucocythaemia",Female,T25-34,156
1901,740.0,"Anaemia, leucocythaemia",Female,T35-44,174
1901,740.0,"Anaemia, leucocythaemia",Female,T45-54,161
1901,740.0,"Anaemia, leucocythaemia",Female,T55-64,194
1901,740.0,"Anaemia, leucocythaemia",Female,T65-74,140
1901,740.0,"Anaemia, leucocythaemia",Female,T75-84,28
1901,740.0,"Anaemia, leucocythaemia",Male,01-04,54
1901,740.0,"Anaemia, leucocythaemia",Male,05-09,21
1901,740.0,"Anaemia, leucocythaemia",Male,10-14,11
1901,740.0,"Anaemia, leucocythaemia",Male,15-19,18
1901,740.0,"Anaemia, leucocythaemia",Male,20-24,28
1901,740.0,"Anaemia, leucocythaemia",Male,<1,58
1901,740.0,"Anaemia, leucocythaemia",Male,T25-34,52
1901,740.0,"Anaemia, leucocythaemia",Male,T35-44,83
1901,740.0,"Anaemia, leucocythaemia",Male,T45-54,134
1901,740.0,"Anaemia, leucocythaemia",Male,T55-64,184
1901,740.0,"Anaemia, leucocythaemia",Male,T65-74,103
1901,740.0,"Anaemia, leucocythaemia",Male,T75-84,22
1901,750.0,Diabetes mellitus,Female,01-04,7
1901,750.0,Diabetes mellitus,Female,05-09,13
1901,750.0,Diabetes mellitus,Female,10-14,38
1901,750.0,Diabetes mellitus,Female,15-19,44
1901,750.0,Diabetes mellitus,Female,20-24,58
1901,750.0,Diabetes mellitus,Female,85+,7
1901,750.0,Diabetes mellitus,Female,<1,2
1901,750.0,Diabetes mellitus,Female,T25-34,158
1901,750.0,Diabetes mellitus,Female,T35-44,123
1901,750.0,Diabetes mellitus,Female,T45-54,222
1901,750.0,Diabetes mellitus,Female,T55-64,337
1901,750.0,Diabetes mellitus,Female,T65-74,303
1901,750.0,Diabetes mellitus,Female,T75-84,87
1901,750.0,Diabetes mellitus,Male,01-04,3
1901,750.0,Diabetes mellitus,Male,05-09,9
1901,750.0,Diabetes mellitus,Male,10-14,35
1901,750.0,Diabetes mellitus,Male,15-19,60
1901,750.0,Diabetes mellitus,Male,20-24,78
1901,750.0,Diabetes mellitus,Male,85+,7
1901,750.0,Diabetes mellitus,Male,<1,2
1901,750.0,Diabetes mellitus,Male,T25-34,155
1901,750.0,Diabetes mellitus,Male,T35-44,148
1901,750.0,Diabetes mellitus,Male,T45-54,286
1901,750.0,Diabetes mellitus,Male,T55-64,357
1901,750.0,Diabetes mellitus,Male,T65-74,303
1901,750.0,Diabetes mellitus,Male,T75-84,122
1901,760.0,Premature birth,Female,<1,8119
1901,760.0,Premature birth,Male,01-04,2
1901,760.0,Premature birth,Male,<1,10443
1901,780.0,Other congenital defects,Female,01-04,124
1901,780.0,Other congenital defects,Female,05-09,17
1901,780.0,Other congenital defects,Female,10-14,29
1901,780.0,Other congenital defects,Female,15-19,14
1901,780.0,Other congenital defects,Female,20-24,13
1901,780.0,Other congenital defects,Female,<1,1614
1901,780.0,Other congenital defects,Female,T25-34,6
1901,780.0,Other congenital defects,Female,T35-44,5
1901,780.0,Other congenital defects,Female,T45-54,1
1901,780.0,Other congenital defects,Female,T55-64,1
1901,780.0,Other congenital defects,Female,T65-74,1
1901,780.0,Other congenital defects,Male,01-04,170
1901,780.0,Other congenital defects,Male,05-09,32
1901,780.0,Other congenital defects,Male,10-14,27
1901,780.0,Other congenital defects,Male,15-19,21
1901,780.0,Other congenital defects,Male,20-24,16
1901,780.0,Other congenital defects,Male,<1,1974
1901,780.0,Other congenital defects,Male,T25-34,9
1901,780.0,Other congenital defects,Male,T35-44,4
1901,790.0,Injury at birth,Female,01-04,1
1901,790.0,Injury at birth,Female,<1,220
1901,790.0,Injury at birth,Male,<1,382
1901,80.0,Scarlet fever,Female,01-04,1211
1901,80.0,Scarlet fever,Female,05-09,542
1901,80.0,Scarlet fever,Female,10-14,142
1901,80.0,Scarlet fever,Female,15-19,44
1901,80.0,Scarlet fever,Female,20-24,41
1901,80.0,Scarlet fever,Female,<1,92
1901,80.0,Scarlet fever,Female,T25-34,48
1901,80.0,Scarlet fever,Female,T35-44,21
1901,80.0,Scarlet fever,Female,T45-54,5
1901,80.0,Scarlet fever,Female,T55-64,3
1901,80.0,Scarlet fever,Female,T65-74,1
1901,80.0,Scarlet fever,Female,T75-84,1
1901,80.0,Scarlet fever,Male,01-04,1245
1901,80.0,Scarlet fever,Male,05-09,568
1901,80.0,Scarlet fever,Male,10-14,95
1901,80.0,Scarlet fever,Male,15-19,87
1901,80.0,Scarlet fever,Male,20-24,27
1901,80.0,Scarlet fever,Male,<1,117
1901,80.0,Scarlet fever,Male,T25-34,31
1901,80.0,Scarlet fever,Male,T35-44,13
1901,80.0,Scarlet fever,Male,T45-54,4
1901,80.0,Scarlet fever,Male,T65-74,1
1901,800.0,Atelectasis,Female,<1,489
1901,800.0,Atelectasis,Male,<1,695
1901,810.0,Want of breast milk,Female,<1,228
1901,810.0,Want of breast milk,Male,<1,317
1901,820.0,Teething,Female,01-04,602
1901,820.0,Teething,Female,<1,916
1901,820.0,Teething,Male,01-04,617
1901,820.0,Teething,Male,<1,1133
1901,830.0,"Meningitis, brain inflammation",Female,01-04,1128
1901,830.0,"Meningitis, brain inflammation",Female,05-09,383
1901,830.0,"Meningitis, brain inflammation",Female,10-14,157
1901,830.0,"Meningitis, brain inflammation",Female,15-19,123
1901,830.0,"Meningitis, brain inflammation",Female,20-24,86
1901,830.0,"Meningitis, brain inflammation",Female,85+,4
1901,830.0,"Meningitis, brain inflammation",Female,<1,939
1901,830.0,"Meningitis, brain inflammation",Female,T25-34,118
1901,830.0,"Meningitis, brain inflammation",Female,T35-44,124
1901,830.0,"Meningitis, brain inflammation",Female,T45-54,84
1901,830.0,"Meningitis, brain inflammation",Female,T55-64,85
1901,830.0,"Meningitis, brain inflammation",Female,T65-74,40
1901,830.0,"Meningitis, brain inflammation",Female,T75-84,20
1901,830.0,"Meningitis, brain inflammation",Male,01-04,1280
1901,830.0,"Meningitis, brain inflammation",Male,05-09,355
1901,830.0,"Meningitis, brain inflammation",Male,10-14,167
1901,830.0,"Meningitis, brain inflammation",Male,15-19,140
1901,830.0,"Meningitis, brain inflammation",Male,20-24,91
1901,830.0,"Meningitis, brain inflammation",Male,85+,3
1901,830.0,"Meningitis, brain inflammation",Male,<1,1283
1901,830.0,"Meningitis, brain inflammation",Male,T25-34,136
1901,830.0,"Meningitis, brain inflammation",Male,T35-44,109
1901,830.0,"Meningitis, brain inflammation",Male,T45-54,100
1901,830.0,"Meningitis, brain inflammation",Male,T55-64,77
1901,830.0,"Meningitis, brain inflammation",Male,T65-74,26
1901,830.0,"Meningitis, brain inflammation",Male,T75-84,15
1901,840.0,Softening of brain,Female,01-04,2
1901,840.0,Softening of brain,Female,10-14,2
1901,840.0,Softening of brain,Female,15-19,3
1901,840.0,Softening of brain,Female,85+,58
1901,840.0,Softening of brain,Female,T25-34,14
1901,840.0,Softening of brain,Female,T35-44,20
1901,840.0,Softening of brain,Female,T45-54,98
1901,840.0,Softening of brain,Female,T55-64,241
1901,840.0,Softening of brain,Female,T65-74,341
1901,840.0,Softening of brain,Female,T75-84,253
1901,840.0,Softening of brain,Male,05-09,2
1901,840.0,Softening of brain,Male,15-19,6
1901,840.0,Softening of brain,Male,20-24,2
1901,840.0,Softening of brain,Male,85+,31
1901,840.0,Softening of brain,Male,T25-34,10
1901,840.0,Softening of brain,Male,T35-44,33
1901,840.0,Softening of brain,Male,T45-54,98
1901,840.0,Softening of brain,Male,T55-64,249
1901,840.0,Softening of brain,Male,T65-74,400
1901,840.0,Softening of brain,Male,T75-84,298
1901,850.0,General paralysis of insane,Female,05-09,1
1901,850.0,General paralysis of insane,Female,10-14,3
1901,850.0,General paralysis of insane,Female,15-19,8
1901,850.0,General paralysis of insane,Female,20-24,11
1901,850.0,General paralysis of insane,Female,85+,6
1901,850.0,General paralysis of insane,Female,T25-34,63
1901,850.0,General paralysis of insane,Female,T35-44,150
1901,850.0,General paralysis of insane,Female,T45-54,119
1901,850.0,General paralysis of insane,Female,T55-64,78
1901,850.0,General paralysis of insane,Female,T65-74,69
1901,850.0,General paralysis of insane,Female,T75-84,36
1901,850.0,General paralysis of insane,Male,10-14,3
1901,850.0,General paralysis of insane,Male,15-19,9
1901,850.0,General paralysis of insane,Male,20-24,15
1901,850.0,General paralysis of insane,Male,85+,4
1901,850.0,General paralysis of insane,Male,T25-34,221
1901,850.0,General paralysis of insane,Male,T35-44,620
1901,850.0,General paralysis of insane,Male,T45-54,425
1901,850.0,General paralysis of insane,Male,T55-64,250
1901,850.0,General paralysis of insane,Male,T65-74,135
1901,850.0,General paralysis of insane,Male,T75-84,46
1901,860.0,Insanity (not puerperal),Female,01-04,14
1901,860.0,Insanity (not puerperal),Female,05-09,3
1901,860.0,Insanity (not puerperal),Female,10-14,6
1901,860.0,Insanity (not puerperal),Female,15-19,16
1901,860.0,Insanity (not puerperal),Female,20-24,12
1901,860.0,Insanity (not puerperal),Female,85+,27
1901,860.0,Insanity (not puerperal),Female,<1,2
1901,860.0,Insanity (not puerperal),Female,T25-34,41
1901,860.0,Insanity (not puerperal),Female,T35-44,88
1901,860.0,Insanity (not puerperal),Female,T45-54,117
1901,860.0,Insanity (not puerperal),Female,T55-64,123
1901,860.0,Insanity (not puerperal),Female,T65-74,164
1901,860.0,Insanity (not puerperal),Female,T75-84,139
1901,860.0,Insanity (not puerperal),Male,01-04,1
1901,860.0,Insanity (not puerperal),Male,05-09,9
1901,860.0,Insanity (not puerperal),Male,10-14,13
1901,860.0,Insanity (not puerperal),Male,15-19,9
1901,860.0,Insanity (not puerperal),Male,20-24,19
1901,860.0,Insanity (not puerperal),Male,85+,23
1901,860.0,Insanity (not puerperal),Male,<1,2
1901,860.0,Insanity (not puerperal),Male,T25-34,29
1901,860.0,Insanity (not puerperal),Male,T35-44,54
1901,860.0,Insanity (not puerperal),Male,T45-54,64
1901,860.0,Insanity (not puerperal),Male,T55-64,89
1901,860.0,Insanity (not puerperal),Male,T65-74,176
1901,860.0,Insanity (not puerperal),Male,T75-84,119
1901,870.0,Chorea,Female,01-04,1
1901,870.0,Chorea,Female,05-09,24
1901,870.0,Chorea,Female,10-14,43
1901,870.0,Chorea,Female,15-19,26
1901,870.0,Chorea,Female,20-24,10
1901,870.0,Chorea,Female,85+,1
1901,870.0,Chorea,Female,T25-34,5
1901,870.0,Chorea,Female,T35-44,3
1901,870.0,Chorea,Female,T45-54,4
1901,870.0,Chorea,Female,T55-64,9
1901,870.0,Chorea,Female,T65-74,7
1901,870.0,Chorea,Female,T75-84,1
1901,870.0,Chorea,Male,01-04,2
1901,870.0,Chorea,Male,05-09,20
1901,870.0,Chorea,Male,10-14,18
1901,870.0,Chorea,Male,15-19,5
1901,870.0,Chorea,Male,20-24,2
1901,870.0,Chorea,Male,T25-34,2
1901,870.0,Chorea,Male,T35-44,2
1901,870.0,Chorea,Male,T55-64,1
1901,870.0,Chorea,Male,T65-74,5
1901,880.0,Epilepsy,Female,01-04,44
1901,880.0,Epilepsy,Female,05-09,51
1901,880.0,Epilepsy,Female,10-14,70
1901,880.0,Epilepsy,Female,15-19,91
1901,880.0,Epilepsy,Female,20-24,118
1901,880.0,Epilepsy,Female,85+,13
1901,880.0,Epilepsy,Female,<1,29
1901,880.0,Epilepsy,Female,T25-34,192
1901,880.0,Epilepsy,Female,T35-44,211
1901,880.0,Epilepsy,Female,T45-54,206
1901,880.0,Epilepsy,Female,T55-64,145
1901,880.0,Epilepsy,Female,T65-74,120
1901,880.0,Epilepsy,Female,T75-84,60
1901,880.0,Epilepsy,Male,01-04,49
1901,880.0,Epilepsy,Male,05-09,48
1901,880.0,Epilepsy,Male,10-14,65
1901,880.0,Epilepsy,Male,15-19,102
1901,880.0,Epilepsy,Male,20-24,115
1901,880.0,Epilepsy,Male,85+,12
1901,880.0,Epilepsy,Male,<1,47
1901,880.0,Epilepsy,Male,T25-34,234
1901,880.0,Epilepsy,Male,T35-44,252
1901,880.0,Epilepsy,Male,T45-54,206
1901,880.0,Epilepsy,Male,T55-64,198
1901,880.0,Epilepsy,Male,T65-74,143
1901,880.0,Epilepsy,Male,T75-84,62
1901,890.0,Convulsions,Female,01-04,1014
1901,890.0,Convulsions,Female,05-09,53
1901,890.0,Convulsions,Female,10-14,6
1901,890.0,Convulsions,Female,15-19,2
1901,890.0,Convulsions,Female,20-24,3
1901,890.0,Convulsions,Female,<1,6737
1901,890.0,Convulsions,Female,T25-34,3
1901,890.0,Convulsions,Female,T35-44,3
1901,890.0,Convulsions,Female,T45-54,3
1901,890.0,Convulsions,Female,T55-64,1
1901,890.0,Convulsions,Male,01-04,1036
1901,890.0,Convulsions,Male,05-09,44
1901,890.0,Convulsions,Male,10-14,2
1901,890.0,Convulsions,Male,15-19,1
1901,890.0,Convulsions,Male,20-24,1
1901,890.0,Convulsions,Male,85+,1
1901,890.0,Convulsions,Male,<1,8776
1901,890.0,Convulsions,Male,T25-34,1
1901,890.0,Convulsions,Male,T45-54,1
1901,90.0,Typhus,Female,05-09,1
1901,90.0,Typhus,Female,10-14,1
1901,90.0,Typhus,Female,T25-34,1
1901,90.0,Typhus,Female,T35-44,8
1901,90.0,Typhus,Female,T45-54,2
1901,90.0,Typhus,Female,T55-64,2
1901,90.0,Typhus,Female,T75-84,1
1901,90.0,Typhus,Male,05-09,1
1901,90.0,Typhus,Male,10-14,1
1901,90.0,Typhus,Male,15-19,5
1901,90.0,Typhus,Male,20-24,5
1901,90.0,Typhus,Male,T35-44,7
1901,90.0,Typhus,Male,T45-54,1
1901,90.0,Typhus,Male,T55-64,1
1901,900.0,Laryngismus stridulus,Female,01-04,64
1901,900.0,Laryngismus stridulus,Female,05-09,14
1901,900.0,Laryngismus stridulus,Female,<1,104
1901,900.0,Laryngismus stridulus,Male,01-04,106
1901,900.0,Laryngismus stridulus,Male,05-09,16
1901,900.0,Laryngismus stridulus,Male,<1,164
1901,910.0,Locomotor ataxy,Female,85+,1
1901,910.0,Locomotor ataxy,Female,T25-34,6
1901,910.0,Locomotor ataxy,Female,T35-44,10
1901,910.0,Locomotor ataxy,Female,T45-54,24
1901,910.0,Locomotor ataxy,Female,T55-64,16
1901,910.0,Locomotor ataxy,Female,T65-74,9
1901,910.0,Locomotor ataxy,Female,T75-84,2
1901,910.0,Locomotor ataxy,Male,15-19,1
1901,910.0,Locomotor ataxy,Male,20-24,2
1901,910.0,Locomotor ataxy,Male,T25-34,12
1901,910.0,Locomotor ataxy,Male,T35-44,63
1901,910.0,Locomotor ataxy,Male,T45-54,97
1901,910.0,Locomotor ataxy,Male,T55-64,107
1901,910.0,Locomotor ataxy,Male,T65-74,48
1901,910.0,Locomotor ataxy,Male,T75-84,11
1901,920.0,"Paraplegia, diseases of cord",Female,01-04,43
1901,920.0,"Paraplegia, diseases of cord",Female,05-09,22
1901,920.0,"Paraplegia, diseases of cord",Female,10-14,16
1901,920.0,"Paraplegia, diseases of cord",Female,15-19,21
1901,920.0,"Paraplegia, diseases of cord",Female,20-24,26
1901,920.0,"Paraplegia, diseases of cord",Female,85+,11
1901,920.0,"Paraplegia, diseases of cord",Female,<1,38
1901,920.0,"Paraplegia, diseases of cord",Female,T25-34,68
1901,920.0,"Paraplegia, diseases of cord",Female,T35-44,134
1901,920.0,"Paraplegia, diseases of cord",Female,T45-54,158
1901,920.0,"Paraplegia, diseases of cord",Female,T55-64,209
1901,920.0,"Paraplegia, diseases of cord",Female,T65-74,177
1901,920.0,"Paraplegia, diseases of cord",Female,T75-84,90
1901,920.0,"Paraplegia, diseases of cord",Male,01-04,45
1901,920.0,"Paraplegia, diseases of cord",Male,05-09,19
1901,920.0,"Paraplegia, diseases of cord",Male,10-14,26
1901,920.0,"Paraplegia, diseases of cord",Male,15-19,30
1901,920.0,"Paraplegia, diseases of cord",Male,20-24,26
1901,920.0,"Paraplegia, diseases of cord",Male,85+,11
1901,920.0,"Paraplegia, diseases of cord",Male,<1,36
1901,920.0,"Paraplegia, diseases of cord",Male,T25-34,87
1901,920.0,"Paraplegia, diseases of cord",Male,T35-44,151
1901,920.0,"Paraplegia, diseases of cord",Male,T45-54,214
1901,920.0,"Paraplegia, diseases of cord",Male,T55-64,268
1901,920.0,"Paraplegia, diseases of cord",Male,T65-74,254
1901,920.0,"Paraplegia, diseases of cord",Male,T75-84,101
1901,930.0,"Neuritis, peripheral, polyneuritis",Female,15-19,1
1901,930.0,"Neuritis, peripheral, polyneuritis",Female,20-24,4
1901,930.0,"Neuritis, peripheral, polyneuritis",Female,T25-34,13
1901,930.0,"Neuritis, peripheral, polyneuritis",Female,T35-44,24
1901,930.0,"Neuritis, peripheral, polyneuritis",Female,T45-54,21
1901,930.0,"Neuritis, peripheral, polyneuritis",Female,T55-64,11
1901,930.0,"Neuritis, peripheral, polyneuritis",Female,T65-74,9
1901,930.0,"Neuritis, peripheral, polyneuritis",Female,T75-84,3
1901,930.0,"Neuritis, peripheral, polyneuritis",Male,20-24,1
1901,930.0,"Neuritis, peripheral, polyneuritis",Male,T25-34,4
1901,930.0,"Neuritis, peripheral, polyneuritis",Male,T35-44,12
1901,930.0,"Neuritis, peripheral, polyneuritis",Male,T45-54,11
1901,930.0,"Neuritis, peripheral, polyneuritis",Male,T55-64,13
1901,930.0,"Neuritis, peripheral, polyneuritis",Male,T65-74,5
1901,940.0,Brain tumour (not specific),Female,01-04,11
1901,940.0,Brain tumour (not specific),Female,05-09,5
1901,940.0,Brain tumour (not specific),Female,10-14,9
1901,940.0,Brain tumour (not specific),Female,15-19,8
1901,940.0,Brain tumour (not specific),Female,20-24,13
1901,940.0,Brain tumour (not specific),Female,<1,1
1901,940.0,Brain tumour (not specific),Female,T25-34,22
1901,940.0,Brain tumour (not specific),Female,T35-44,39
1901,940.0,Brain tumour (not specific),Female,T45-54,41
1901,940.0,Brain tumour (not specific),Female,T55-64,23
1901,940.0,Brain tumour (not specific),Female,T65-74,10
1901,940.0,Brain tumour (not specific),Female,T75-84,5
1901,940.0,Brain tumour (not specific),Male,01-04,5
1901,940.0,Brain tumour (not specific),Male,05-09,14
1901,940.0,Brain tumour (not specific),Male,10-14,8
1901,940.0,Brain tumour (not specific),Male,15-19,13
1901,940.0,Brain tumour (not specific),Male,20-24,13
1901,940.0,Brain tumour (not specific),Male,<1,2
1901,940.0,Brain tumour (not specific),Male,T25-34,33
1901,940.0,Brain tumour (not specific),Male,T35-44,45
1901,940.0,Brain tumour (not specific),Male,T45-54,32
1901,940.0,Brain tumour (not specific),Male,T55-64,17
1901,940.0,Brain tumour (not specific),Male,T65-74,15
1901,940.0,Brain tumour (not specific),Male,T75-84,1
1901,950.0,Other diseases of nervous system,Female,01-04,71
1901,950.0,Other diseases of nervous system,Female,05-09,31
1901,950.0,Other diseases of nervous system,Female,10-14,22
1901,950.0,Other diseases of nervous system,Female,15-19,35
1901,950.0,Other diseases of nervous system,Female,20-24,19
1901,950.0,Other diseases of nervous system,Female,85+,75
1901,950.0,Other diseases of nervous system,Female,<1,94
1901,950.0,Other diseases of nervous system,Female,T25-34,68
1901,950.0,Other diseases of nervous system,Female,T35-44,85
1901,950.0,Other diseases of nervous system,Female,T45-54,169
1901,950.0,Other diseases of nervous system,Female,T55-64,294
1901,950.0,Other diseases of nervous system,Female,T65-74,593
1901,950.0,Other diseases of nervous system,Female,T75-84,470
1901,950.0,Other diseases of nervous system,Male,01-04,111
1901,950.0,Other diseases of nervous system,Male,05-09,38
1901,950.0,Other diseases of nervous system,Male,10-14,33
1901,950.0,Other diseases of nervous system,Male,15-19,36
1901,950.0,Other diseases of nervous system,Male,20-24,25
1901,950.0,Other diseases of nervous system,Male,85+,56
1901,950.0,Other diseases of nervous system,Male,<1,136
1901,950.0,Other diseases of nervous system,Male,T25-34,62
1901,950.0,Other diseases of nervous system,Male,T35-44,121
1901,950.0,Other diseases of nervous system,Male,T45-54,157
1901,950.0,Other diseases of nervous system,Male,T55-64,358
1901,950.0,Other diseases of nervous system,Male,T65-74,636
1901,950.0,Other diseases of nervous system,Male,T75-84,437
1901,960.0,"Otitis, mastoid disease",Female,01-04,93
1901,960.0,"Otitis, mastoid disease",Female,05-09,44
1901,960.0,"Otitis, mastoid disease",Female,10-14,59
1901,960.0,"Otitis, mastoid disease",Female,15-19,48
1901,960.0,"Otitis, mastoid disease",Female,20-24,23
1901,960.0,"Otitis, mastoid disease",Female,<1,87
1901,960.0,"Otitis, mastoid disease",Female,T25-34,23
1901,960.0,"Otitis, mastoid disease",Female,T35-44,31
1901,960.0,"Otitis, mastoid disease",Female,T45-54,14
1901,960.0,"Otitis, mastoid disease",Female,T55-64,8
1901,960.0,"Otitis, mastoid disease",Female,T65-74,9
1901,960.0,"Otitis, mastoid disease",Female,T75-84,4
1901,960.0,"Otitis, mastoid disease",Male,01-04,83
1901,960.0,"Otitis, mastoid disease",Male,05-09,53
1901,960.0,"Otitis, mastoid disease",Male,10-14,48
1901,960.0,"Otitis, mastoid disease",Male,15-19,66
1901,960.0,"Otitis, mastoid disease",Male,20-24,37
1901,960.0,"Otitis, mastoid disease",Male,<1,101
1901,960.0,"Otitis, mastoid disease",Male,T25-34,38
1901,960.0,"Otitis, mastoid disease",Male,T35-44,18
1901,960.0,"Otitis, mastoid disease",Male,T45-54,19
1901,960.0,"Otitis, mastoid disease",Male,T55-64,18
1901,960.0,"Otitis, mastoid disease",Male,T65-74,5
1901,960.0,"Otitis, mastoid disease",Male,T75-84,5
1901,970.0,"Epistaxis, diseases of nose",Female,01-04,3
1901,970.0,"Epistaxis, diseases of nose",Female,05-09,2
1901,970.0,"Epistaxis, diseases of nose",Female,20-24,3
1901,970.0,"Epistaxis, diseases of nose",Female,<1,10
1901,970.0,"Epistaxis, diseases of nose",Female,T25-34,1
1901,970.0,"Epistaxis, diseases of nose",Female,T35-44,3
1901,970.0,"Epistaxis, diseases of nose",Female,T45-54,4
1901,970.0,"Epistaxis, diseases of nose",Female,T55-64,1
1901,970.0,"Epistaxis, diseases of nose",Female,T65-74,7
1901,970.0,"Epistaxis, diseases of nose",Female,T75-84,2
1901,970.0,"Epistaxis, diseases of nose",Male,01-04,6
1901,970.0,"Epistaxis, diseases of nose",Male,05-09,1
1901,970.0,"Epistaxis, diseases of nose",Male,10-14,3
1901,970.0,"Epistaxis, diseases of nose",Male,85+,1
1901,970.0,"Epistaxis, diseases of nose",Male,<1,18
1901,970.0,"Epistaxis, diseases of nose",Male,T25-34,1
1901,970.0,"Epistaxis, diseases of nose",Male,T35-44,2
1901,970.0,"Epistaxis, diseases of nose",Male,T45-54,4
1901,970.0,"Epistaxis, diseases of nose",Male,T55-64,1
1901,970.0,"Epistaxis, diseases of nose",Male,T65-74,3
1901,970.0,"Epistaxis, diseases of nose",Male,T75-84,2
1901,980.0,"Ophthalmia, eye diseases",Female,01-04,4
1901,980.0,"Ophthalmia, eye diseases",Female,10-14,2
1901,980.0,"Ophthalmia, eye diseases",Female,20-24,1
1901,980.0,"Ophthalmia, eye diseases",Female,<1,14
1901,980.0,"Ophthalmia, eye diseases",Female,T65-74,3
1901,980.0,"Ophthalmia, eye diseases",Female,T75-84,2
1901,980.0,"Ophthalmia, eye diseases",Male,01-04,1
1901,980.0,"Ophthalmia, eye diseases",Male,05-09,1
1901,980.0,"Ophthalmia, eye diseases",Male,15-19,1
1901,980.0,"Ophthalmia, eye diseases",Male,20-24,1
1901,980.0,"Ophthalmia, eye diseases",Male,85+,2
1901,980.0,"Ophthalmia, eye diseases",Male,<1,27
1901,980.0,"Ophthalmia, eye diseases",Male,T35-44,1
1901,980.0,"Ophthalmia, eye diseases",Male,T45-54,2
1901,980.0,"Ophthalmia, eye diseases",Male,T55-64,2
1901,980.0,"Ophthalmia, eye diseases",Male,T65-74,2
1901,980.0,"Ophthalmia, eye diseases",Male,T75-84,5
1901,990.0,"Valvular disease, endocarditis (not infective)",Female,01-04,33
1901,990.0,"Valvular disease, endocarditis (not infective)",Female,05-09,132
1901,990.0,"Valvular disease, endocarditis (not infective)",Female,10-14,248
1901,990.0,"Valvular disease, endocarditis (not infective)",Female,15-19,232
1901,990.0,"Valvular disease, endocarditis (not infective)",Female,20-24,173
1901,990.0,"Valvular disease, endocarditis (not infective)",Female,85+,83
1901,990.0,"Valvular disease, endocarditis (not infective)",Female,<1,10
1901,990.0,"Valvular disease, endocarditis (not infective)",Female,T25-34,431
1901,990.0,"Valvular disease, endocarditis (not infective)",Female,T35-44,704
1901,990.0,"Valvular disease, endocarditis (not infective)",Female,T45-54,967
